row_label_raw,row_label_full,col_0,Loại tiền,31/12/2021Nghìn VND,1/1/2021Nghìn VND,numeric__Loại tiền,numeric__31/12/2021Nghìn VND,numeric__1/1/2021Nghìn VND
Khoản vay ngân hàng được đảm bảo (i),Khoản vay ngân hàng được đảm bảo (i),Khoản vay ngân hàng được đảm bảo (i),USD,349.968.164,1.135.396.849,,349968164.0,1135396849.0
Khoản vay ngân hàng được đảm bảo (i),Khoản vay ngân hàng được đảm bảo (i),Khoản vay ngân hàng được đảm bảo (i),VND,908.780.000,-,,908780000.0,
Khoản vay ngân hàng được đảm bảo (ii),Khoản vay ngân hàng được đảm bảo (ii),Khoản vay ngân hàng được đảm bảo (ii),USD,99.247.616,-,,99247616.0,
Khoản vay ngân hàng được đảm bảo (iii),Khoản vay ngân hàng được đảm bảo (iii),Khoản vay ngân hàng được đảm bảo (iii),VND,966.211.032,895.817.351,,966211032.0,895817351.0
Khoản vay ngân hàng được đảm bảo (iv),Khoản vay ngân hàng được đảm bảo (iv),Khoản vay ngân hàng được đảm bảo (iv),USD,462.795.428,333.766.713,,462795428.0,333766713.0
Khoản vay ngân hàng được đảm bảo (iv),Khoản vay ngân hàng được đảm bảo (iv),Khoản vay ngân hàng được đảm bảo (iv),VND,974.000,286.954.000,,974000.0,286954000.0
Khoản vay ngân hàng được đảm bảo,Khoản vay ngân hàng được đảm bảo,Khoản vay ngân hàng được đảm bảo,VND,-,190.352.000,,,190352000.0
Khoản vay ngân hàng không được đảm bảo (v),Khoản vay ngân hàng không được đảm bảo (v),Khoản vay ngân hàng không được đảm bảo (v),VND,35.000.000,100.589.728,,35000000.0,100589728.0
Khoản vay ngân hàng không được đảm bảo (v),Khoản vay ngân hàng không được đảm bảo (v),Khoản vay ngân hàng không được đảm bảo (v),USD,291.496.322,96.054.387,,291496322.0,96054387.0
Khoản vay ngân hàng được đảm bảo (vi),Khoản vay ngân hàng được đảm bảo (vi),Khoản vay ngân hàng được đảm bảo (vi),USD,55.056.000,125.712.990,,55056000.0,125712990.0
Khoản vay ngân hàng được đảm bảo (vii),Khoản vay ngân hàng được đảm bảo (vii),Khoản vay ngân hàng được đảm bảo (vii),VND,107.331.633,-,,107331633.0,
Khoản vay ngân hàng được đảm bảo (vii),Khoản vay ngân hàng được đảm bảo (vii),Khoản vay ngân hàng được đảm bảo (vii),USD,334.198.913,-,,334198913.0,
Khoản vay ngân hàng được đảm bảo (viii),Khoản vay ngân hàng được đảm bảo (viii),Khoản vay ngân hàng được đảm bảo (viii),VND,8.895.279,-,,8895279.0,
Khoản vay bên liên quan (ix),Khoản vay bên liên quan (ix),Khoản vay bên liên quan (ix),VND,181.676.000,-,,181676000.0,
,,,,3.801.630.387,3.164.644.018,,3801630387.0,3164644018.0
