row_label_raw,row_label_full,col_0,col_1,2022VND,2021VND,numeric__col_1,numeric__2022VND,numeric__2021VND
x),x),x),Hoạt động đầu tư (tiếp theo),,,,,
,,,Mua tàu bay và động cơ,,,,,
,,,Công ty con,1.526.823.291.000,-,,1526823291000.0,
,,,Bên liên quan khác,2.124.000.000.000,-,,2124000000000.0,
,,,,3.650.823.291.000,-,,3650823291000.0,
,,,Góp vốn,,,,,
,,,Công ty con,-,22.500.000.000,,,22500000000.0
,,,Thu nhập từ cổ tức,,,,,
,,,Bên liên quan khác,7.652.055.000,4.591.233.000,,7652055000.0,4591233000.0
,,,Lợi nhuận được chia (Thuyết minh 29),,,,,
,,,Công ty con,845.705.000.000,-,,845705000000.0,
xi),xi),xi),Lương và các quyền lợi thuần,,,,,
,,,Hội đồng Quản trị,9.345.555.420,7.459.821.964,,9345555420.0,7459821964.0
,,,Ban Điều hành và Ban Quản lý cấp cao,17.189.738.630,10.453.094.607,,17189738630.0,10453094607.0
,,,,26.535.294.050,17.912.916.571,,26535294050.0,17912916571.0
