row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2022 VND,Tại ngày 31 tháng 12 năm > 2021 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2022 VND,numeric__Tại ngày 31 tháng 12 năm > 2021 VND
300,300,300,NỘ PHẢI TRẢ,,54.562.326.234.754,38.954.387.458.942,,,54562326234754.0,38954387458942.0
310,310,310,Nợ ngắn hạn,,31.904.440.007.081,19.722.290.704.933,,,31904440007081.0,19722290704933.0
311,311,311,Phải trả người bán ngắn hạn,13,9.850.796.142.818,3.225.625.657.657,,13.0,9850796142818.0,3225625657657.0
312,312,312,Người mua trả tiền trước ngắn hạn,14,2.240.798.216.080,593.136.306.365,,14.0,2240798216080.0,593136306365.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,15(b),361.331.715.430,288.786.201.884,,,361331715430.0,288786201884.0
314,314,314,Phải trả người lao động,,183.009.403.971,76.828.088.897,,,183009403971.0,76828088897.0
315,315,315,Chi phí phải trả ngắn hạn,16,822.241.895.740,910.026.134.815,,16.0,822241895740.0,910026134815.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,17,3.503.454.041.287,381.579.736.840,,17.0,3503454041287.0,381579736840.0
319,319,319,Phải trả ngắn hạn khác,18,4.488.246.329.798,5.284.553.082.384,,18.0,4488246329798.0,5284553082384.0
320,320,320,Vay ngắn hạn,19(a),8.549.901.782.085,7.320.070.386.166,,,8549901782085.0,7320070386166.0
321,321,321,Dự phòng phải trả ngắn hạn,20,1.758.368.694.808,1.314.535.033.134,,20.0,1758368694808.0,1314535033134.0
322,322,322,"Quỹ khen thưởng, phúc lợi",21,146.291.785.064,327.150.076.791,,21.0,146291785064.0,327150076791.0
330,330,330,Nợ dài hạn,,22.657.886.227.673,19.232.096.754.009,,,22657886227673.0,19232096754009.0
337,337,337,Phải trả dài hạn khác,,5.662.224.160,5.636.355.880,,,5662224160.0,5636355880.0
338,338,338,Vay dài hạn,19(b),10.309.745.847.108,8.140.241.446.768,,,10309745847108.0,8140241446768.0
341,341,341,Thuế thu nhập hoãn lại phải trả,22,-,154.517.071.443,,22.0,,154517071443.0
342,342,342,Dự phòng phải trả dài hạn,20,12.342.478.156.405,10.931.701.879.918,,20.0,12342478156405.0,10931701879918.0
400,400,400,VỐN CHỦ SỞ HỮU,,4.394.681.722.119,6.987.280.981.664,,,4394681722119.0,6987280981664.0
410,410,410,Vốn chủ sở hữu,,4.394.681.722.119,6.987.280.981.664,,,4394681722119.0,6987280981664.0
411,411,411,Vốn góp của chủ sở hữu,"23, 24",5.416.113.340.000,5.416.113.340.000,,,5416113340000.0,5416113340000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,5.416.113.340.000,5.416.113.340.000,,,5416113340000.0,5416113340000.0
412,412,412,"Thặng dư vốn cổ phần (Lỗ sau thuế lũy kế)/lợi nhuận sau thuế (""LNST"") chưa phân phối",24,247.483.117.899,247.483.117.899,,24.0,247483117899.0,247483117899.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,(1.268.914.735.780),1.323.684.523.765,,,-1268914735780.0,1323684523765.0
421b,421b,421b,- Lỗ của năm nay,,1.323.684.523.765,1.330.922.686.515,,,1323684523765.0,1330922686515.0
,,,,,(2.592.599.259.545),(7.238.162.750),,,-2592599259545.0,-7238162750.0
440,440,440,TỔNG NGUỒN VỐN,,58.957.007.956.873,45.941.668.440.606,,,58957007956873.0,45941668440606.0
