row_label_raw,row_label_full,col_0,Dự phòng chi phíbảo dưỡngVND,Dự phòng hoàntrả tài sản thuêVND,TổngVND,numeric__Dự phòng chi phíbảo dưỡngVND,numeric__Dự phòng hoàntrả tài sản thuêVND,numeric__TổngVND
Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,11.102.401.572.249,1.143.835.340.803,12.246.236.913.052,11102401572249.0,1143835340803.0,12246236913052.0
Tăng dự phòng trong năm,Tăng dự phòng trong năm,Tăng dự phòng trong năm,2.086.436.320.059,106.997.461.249,2.193.433.781.308,2086436320059.0,106997461249.0,2193433781308.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,(109.806.404.540),-,(109.806.404.540),-109806404540.0,,-109806404540.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,(210.125.042.529),(18.892.396.078),(229.017.438.607),-210125042529.0,-18892396078.0,-229017438607.0
Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,12.868.906.445.239,1.231.940.405.974,14.100.846.851.213,12868906445239.0,1231940405974.0,14100846851213.0
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.737.862.342.615,20.506.352.193,1.758.368.694.808,1737862342615.0,20506352193.0,1758368694808.0
Dải hạn,Dải hạn,Dải hạn,11.131.044.102.624,1.211.434.053.781,12.342.478.156.405,11131044102624.0,1211434053781.0,12342478156405.0
,,,12.868.906.445.239,1.231.940.405.974,14.100.846.851.213,12868906445239.0,1231940405974.0,14100846851213.0
