row_label_raw,row_label_full,Cổ đông lớn,72.720.004.160,69.869.108.860,numeric__72.720.004.160,numeric__69.869.108.860
Công ty con (x),Công ty con (x),Công ty con (x),1.104.931.108.626,4.196.805.985.344,1104931108626.0,4196805985344.0
Bên liên quan khác (xi),Bên liên quan khác (xi),Bên liên quan khác (xi),167.146.710.625,19.556.164.384,167146710625.0,19556164384.0
,,,1.344.797.823.411,4.286.231.258.588,1344797823411.0,4286231258588.0
