row_label_raw,row_label_full,col_0,2022,2022_1,2022_2,2021,2021_1,2021_2,numeric__2022,numeric__2022_1,numeric__2022_2,numeric__2021,numeric__2021_1,numeric__2021_2
,,,Tỷ lệ sở hữu %,Giá gốc VND,Dự phòng VND,Tỷ lệ sở hữu %,Giá gốc VND,Dự phòng VND,,,,,,
i. Đầu tư vào công ty con (*),i. Đầu tư vào công ty con (*),i. Đầu tư vào công ty con (*),i. Đầu tư vào công ty con (*),i. Đầu tư vào công ty con (*),i. Đầu tư vào công ty con (*),i. Đầu tư vào công ty con (*),i. Đầu tư vào công ty con (*),i. Đầu tư vào công ty con (*),,,,,,
Vietjet Air IVB No. I Limited (i),i. Đầu tư vào công ty con (*) > Vietjet Air IVB No. I Limited (i),Vietjet Air IVB No. I Limited (i),100,-,-,100,-,-,100.0,,,100.0,,
Vietjet Air IVB No. II Limited (i),i. Đầu tư vào công ty con (*) > Vietjet Air IVB No. II Limited (i),Vietjet Air IVB No. II Limited (i),100,-,-,100,-,-,100.0,,,100.0,,
Vietjet Air Singapore Pte.Ltd.(i),i. Đầu tư vào công ty con (*) > Vietjet Air Singapore Pte.Ltd.(i),Vietjet Air Singapore Pte.Ltd.(i),100,-,-,100,-,-,100.0,,,100.0,,
Vietjet Air Ireland No. 1 Limited (i),i. Đầu tư vào công ty con (*) > Vietjet Air Ireland No. 1 Limited (i),Vietjet Air Ireland No. 1 Limited (i),100,-,-,100,-,-,100.0,,,100.0,,
Công ty TNHH Galaxy Pay,i. Đầu tư vào công ty con (*) > Công ty TNHH Galaxy Pay,Công ty TNHH Galaxy Pay,100,50.000.000.000,-,100,50.000.000.000,-,100.0,50000000000.0,,100.0,50000000000.0,
Công ty Cổ phần Swift 247,i. Đầu tư vào công ty con (*) > Công ty Cổ phần Swift 247,Công ty Cổ phần Swift 247,67,31.500.000.000,-,67,31.500.000.000,-,67.0,31500000000.0,,67.0,31500000000.0,
Công ty TNHH MTV Phục vụ Mặt đất Vietjet (ii),i. Đầu tư vào công ty con (*) > Công ty TNHH MTV Phục vụ Mặt đất Vietjet (ii),Công ty TNHH MTV Phục vụ Mặt đất Vietjet (ii),100,-,-,100,-,-,100.0,,,100.0,,
,,,,81.500.000.000,-,,81.500.000.000,-,,81500000000.0,,,81500000000.0,
ii. Đầu tư vào công ty liên kết (*),ii. Đầu tư vào công ty liên kết (*),ii. Đầu tư vào công ty liên kết (*),ii. Đầu tư vào công ty liên kết (*),ii. Đầu tư vào công ty liên kết (*),ii. Đầu tư vào công ty liên kết (*),ii. Đầu tư vào công ty liên kết (*),ii. Đầu tư vào công ty liên kết (*),ii. Đầu tư vào công ty liên kết (*),,,,,,
"Thai Vietjet Air Joint Stock Co., Ltd. (i)","ii. Đầu tư vào công ty liên kết (*) > Thai Vietjet Air Joint Stock Co., Ltd. (i)","Thai Vietjet Air Joint Stock Co., Ltd. (i)",9,-,-,9,-,-,9.0,,,9.0,,
Công ty Cổ phần Nhà ga Quốc tế Cam Ranh,ii. Đầu tư vào công ty liên kết (*) > Công ty Cổ phần Nhà ga Quốc tế Cam Ranh,Công ty Cổ phần Nhà ga Quốc tế Cam Ranh,10,60.000.000.000,(60.000.000.000),10,60.000.000.000,(60.000.000.000),10.0,60000000000.0,-60000000000.0,10.0,60000000000.0,-60000000000.0
,,,,60.000.000.000,(60.000.000.000),,60.000.000.000,(60.000.000.000),,60000000000.0,-60000000000.0,,60000000000.0,-60000000000.0
iii. Đầu tư góp vốn vào đơn vị khác (**),iii. Đầu tư góp vốn vào đơn vị khác (**),iii. Đầu tư góp vốn vào đơn vị khác (**),iii. Đầu tư góp vốn vào đơn vị khác (**),iii. Đầu tư góp vốn vào đơn vị khác (**),iii. Đầu tư góp vốn vào đơn vị khác (**),iii. Đầu tư góp vốn vào đơn vị khác (**),iii. Đầu tư góp vốn vào đơn vị khác (**),iii. Đầu tư góp vốn vào đơn vị khác (**),,,,,,
Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,iii. Đầu tư góp vốn vào đơn vị khác (**) > Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,"9,1",149.417.024.400,-,"9,1",149.417.024.400,-,9.1,149417024400.0,,9.1,149417024400.0,
