row_label_raw,row_label_full,Tại ngày 1.1.2022VND,TăngVND,GiảmVND,Phân loại lạiVND,Đánh giá lạiVND,Tại ngày 31.12.2022VND,numeric__TăngVND,numeric__GiảmVND,numeric__Phân loại lạiVND,numeric__Đánh giá lạiVND,numeric__Tại ngày 31.12.2022VND
5.036.939.906.166,5.036.939.906.166,5.036.939.906.166,26.735.827.382.993,(23.900.878.666.988),-,(85.285.240.086),7.786.603.382.085,26735827382993.0,-23900878666988.0,,-85285240086.0,7786603382085.0
983.130.480.000,983.130.480.000,983.130.480.000,-,(977.043.326.869),62.211.246.869,-,68.298.400.000,,-977043326869.0,62211246869.0,,68298400000.0
600.000.000.000,600.000.000.000,600.000.000.000,-,(600.000.000.000),650.000.000.000,-,650.000.000.000,,-600000000000.0,650000000000.0,,650000000000.0
700.000.000.000,700.000.000.000,700.000.000.000,45.000.000.000,(700.000.000.000),-,-,45.000.000.000,45000000000.0,-700000000000.0,,,45000000000.0
7.320.070.386.166,7.320.070.386.166,7.320.070.386.166,26.780.827.382.993,(26.177.921.993.857),712.211.246.869,(85.285.240.086),8.549.901.782.085,26780827382993.0,-26177921993857.0,712211246869.0,-85285240086.0,8549901782085.0
