row_label_raw,row_label_full,col_0,col_1,2022VND,2021VND,numeric__col_1,numeric__2022VND,numeric__2021VND
,,,,2022VND,2021VND,,,
Công cụ và dụng cụ,Công cụ và dụng cụ,Công cụ và dụng cụ,Công cụ và dụng cụ,118.760.173.915,2.885.682.222,,118760173915.0,2885682222.0
Phí bản quyền phần mềm,Phí bản quyền phần mềm,Phí bản quyền phần mềm,Phí bản quyền phần mềm,14.213.790.811,4.788.606.405,,14213790811.0,4788606405.0
Khác,Khác,Khác,Khác,30.964.302.563,8.632.225.645,,30964302563.0,8632225645.0
,,,,163.938.267.289,16.306.514.272,,163938267289.0,16306514272.0
(b),(b),(b),Dài hạn,,,,,
,,,,2022VND,2021VND,,,
Chi phí bảo dưỡng tàu bay,(b) > Chi phí bảo dưỡng tàu bay,Chi phí bảo dưỡng tàu bay,Chi phí bảo dưỡng tàu bay,5.023.761.090.900,5.065.554.996.522,,5023761090900.0,5065554996522.0
Chi phí hoàn trả tàu bay thuê,(b) > Chi phí hoàn trả tàu bay thuê,Chi phí hoàn trả tàu bay thuê,Chi phí hoàn trả tàu bay thuê,608.163.922.799,632.155.195.498,,608163922799.0,632155195498.0
Chi phí kiểm tra và sửa chữa lớn,(b) > Chi phí kiểm tra và sửa chữa lớn,Chi phí kiểm tra và sửa chữa lớn,Chi phí kiểm tra và sửa chữa lớn,495.343.640.432,174.818.646.585,,495343640432.0,174818646585.0
"Phụ tùng xoay vòng, công cụ và dụng cụ","(b) > Phụ tùng xoay vòng, công cụ và dụng cụ","Phụ tùng xoay vòng, công cụ và dụng cụ","Phụ tùng xoay vòng, công cụ và dụng cụ",266.882.921.837,182.277.326.033,,266882921837.0,182277326033.0
Khác,(b) > Khác,Khác,Khác,241.723.764.157,30.413.797.029,,241723764157.0,30413797029.0
,,,,6.635.875.340.125,6.085.219.961.667,,6635875340125.0,6085219961667.0
