row_label_raw,row_label_full,col_0,Chi phí bảo dưỡng tàu bay VND,Chi phí hoàn trả tài sản thuê VND,Chi phí kiểm tra và sửa chữa lớn VND,"Phụ từng xoay vòng, cổng cụ và dụng cụ VND",Khác VND,Tổng cộng VND,numeric__Chi phí bảo dưỡng tàu bay VND,numeric__Chi phí hoàn trả tài sản thuê VND,numeric__Chi phí kiểm tra và sửa chữa lớn VND,"numeric__Phụ từng xoay vòng, cổng cụ và dụng cụ VND",numeric__Khác VND,numeric__Tổng cộng VND
Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,5.065.554.996.522,632.155.195.498,174.818.646.585,182.277.326.033,30.413.797.029,6.085.219.961.667,5065554996522.0,632155195498.0,174818646585.0,182277326033.0,30413797029.0,6085219961667.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,692.655.542.194,77.371.593.378,557.885.544.084,70.345.901.783,16.168.728.218,1.414.427.309.657,692655542194.0,77371593378.0,557885544084.0,70345901783.0,16168728218.0,1414427309657.0
Kết chuyển từ hàng tồn kho,Kết chuyển từ hàng tồn kho,Kết chuyển từ hàng tồn kho,-,-,-,242.667.349.245,-,242.667.349.245,,,,242667349245.0,,242667349245.0
Kết chuyển từ chi phí xây dựng cơ bản dở đang (Thuyết minh 12),Kết chuyển từ chi phí xây dựng cơ bản dở đang (Thuyết minh 12),Kết chuyển từ chi phí xây dựng cơ bản dở đang (Thuyết minh 12),-,-,-,-,225.385.696.812,225.385.696.812,,,,,225385696812.0,225385696812.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(654.143.517.148),(92.016.962.579),(237.360.550.237),(228.407.655.224),(30.244.457.902),(1.242.173.143.090),-654143517148.0,-92016962579.0,-237360550237.0,-228407655224.0,-30244457902.0,-1242173143090.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,(80.305.930.668),(9.345.903.498),-,-,-,(89.651.834.166),-80305930668.0,-9345903498.0,,,,-89651834166.0
Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,5.023.761.090.900,608.163.922.799,495.343.640.432,266.882.921.837,241.723.764.157,6.635.875.340.125,5023761090900.0,608163922799.0,495343640432.0,266882921837.0,241723764157.0,6635875340125.0
