row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2022 VND,Tại ngày 31 tháng 12 năm > 2021 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2022 VND,numeric__Tại ngày 31 tháng 12 năm > 2021 VND
200,200,200,TÀI SẢN DÀI HẠN,,28.599.108.745.204,23.918.136.563.432,,,28599108745204.0,23918136563432.0
210,210,210,Các khoản phải thu dài hạn,,15.426.702.194.537,16.097.617.489.750,,,15426702194537.0,16097617489750.0
215,215,215,Phải thu về cho vay dài hạn,,55.145.921.500,-,,,55145921500.0,
216,216,216,Phải thu dài hạn khác,8(b),15.371.556.273.037,16.097.617.489.750,,,15371556273037.0,16097617489750.0
220,220,220,Tài sản cố định,,5.696.170.178.204,1.150.549.548.863,,,5696170178204.0,1150549548863.0
221,221,221,Tài sản cố định hữu hình,11(a),5.680.038.769.815,1.149.483.138.769,,,5680038769815.0,1149483138769.0
222,222,222,Nguyên giá,,6.111.598.991.827,1.509.787.640.988,,,6111598991827.0,1509787640988.0
223,223,223,Giá trị khấu hao lũy kế,,(431.560.222.012),(360.304.502.219),,,-431560222012.0,-360304502219.0
227,227,227,Tài sản cố định vô hình,11(b),16.131.408.389,1.066.410.094,,,16131408389.0,1066410094.0
228,228,228,Nguyên giá,,47.055.308.433,30.845.669.020,,,47055308433.0,30845669020.0
229,229,229,Giá trị khấu hao lũy kế,,(30.923.900.044),(29.779.258.926),,,-30923900044.0,-29779258926.0
240,240,240,Tài sản dở dang dài hạn,,205.173.460.148,353.832.538.752,,,205173460148.0,353832538752.0
242,242,242,Chi phí xây dựng cơ bản dở dang,12,205.173.460.148,353.832.538.752,,12.0,205173460148.0,353832538752.0
250,250,250,Đầu tư tài chính dài hạn,,230.917.024.400,230.917.024.400,,,230917024400.0,230917024400.0
251,251,251,Đầu tư vào công ty con,4(b),81.500.000.000,81.500.000.000,,,81500000000.0,81500000000.0
252,252,252,Đầu tư vào công ty liên kết,4(b),60.000.000.000,60.000.000.000,,,60000000000.0,60000000000.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,4(b),149.417.024.400,149.417.024.400,,,149417024400.0,149417024400.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,4(b),(60.000.000.000),(60.000.000.000),,,-60000000000.0,-60000000000.0
260,260,260,Tài sản dài hạn khác,,7.040.145.887.915,6.085.219.961.667,,,7040145887915.0,6085219961667.0
261,261,261,Chi phí trả trước dài hạn,10(b),6.635.875.340.125,6.085.219.961.667,,,6635875340125.0,6085219961667.0
262,262,262,Tài sản thuế thu nhập hoãn lại,22,404.270.547.790,-,,22.0,404270547790.0,
270,270,270,TỔNG TÀI SẢN,,58.957.007.956.873,45.941.668.440.606,,,58957007956873.0,45941668440606.0
