row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2022 VND,Tại ngày 31 tháng 12 năm > 2021 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2022 VND,numeric__Tại ngày 31 tháng 12 năm > 2021 VND
100,100,100,TÀI SẢN NGẮN HẠN,,30.357.899.211.669,22.023.531.877.174,,,30357899211669.0,22023531877174.0
110,110,110,Tiền và các khoản tương đương tiền,3,1.840.277.216.149,1.846.031.657.278,,3.0,1840277216149.0,1846031657278.0
111,111,111,Tiền,,880.301.435.125,971.083.527.902,,,880301435125.0,971083527902.0
112,112,112,Các khoản tương đương tiền,,959.975.781.024,874.948.129.376,,,959975781024.0,874948129376.0
120,120,120,Đầu tư tài chính ngắn hạn,,678.000.000.000,855.000.000.000,,,678000000000.0,855000000000.0
121,121,121,Chứng khoán kinh doanh,4(a),990.000.000.000,990.000.000.000,,,990000000000.0,990000000000.0
122,122,122,Dự phòng giảm giá chứng khoán kinh doanh,4(a),(490.000.000.000),(135.000.000.000),,,-490000000000.0,-135000000000.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),178.000.000.000,-,,,178000000000.0,
130,130,130,Các khoản phải thu ngắn hạn,,26.541.952.082.774,18.453.855.667.885,,,26541952082774.0,18453855667885.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,9.059.907.782.848,6.796.741.549.961,,5.0,9059907782848.0,6796741549961.0
132,132,132,Trả trước cho người bán ngắn hạn,6,1.626.413.101.409,100.126.970.605,,6.0,1626413101409.0,100126970605.0
135,135,135,Phải thu về cho vay ngắn hạn,7,657.000.000.000,657.000.000.000,,7.0,657000000000.0,657000000000.0
136,136,136,Phải thu ngắn hạn khác,8(a),15.198.631.198.517,10.899.987.147.319,,,15198631198517.0,10899987147319.0
140,140,140,Hàng tồn kho,,982.716.071.675,811.247.030.655,,,982716071675.0,811247030655.0
141,141,141,Hàng tồn kho,9,982.716.071.675,811.247.030.655,,9.0,982716071675.0,811247030655.0
150,150,150,Tài sản ngắn hạn khác,,314.953.841.071,57.397.521.356,,,314953841071.0,57397521356.0
151,151,151,Chi phí trả trước ngắn hạn,10(a),163.938.267.289,16.306.514.272,,,163938267289.0,16306514272.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",15(a),125.868.210.154,41.091.007.084,,,125868210154.0,41091007084.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,15(a),25.147.363.628,-,,,25147363628.0,
