row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu VND,Thặng dư vốn cổ phần VND,Cổ phiếu quỹ VND,LNST chưa phân phối/(Lỗ lũy kê) VND,Tổng cộng VND,numeric__Vốn góp của chủ sở hữu VND,numeric__Thặng dư vốn cổ phần VND,numeric__Cổ phiếu quỹ VND,numeric__LNST chưa phân phối/(Lỗ lũy kê) VND,numeric__Tổng cộng VND
Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021,5.416.113.340.000,245.949.492.805,(2.347.121.362.620),1.711.598.805.863,5.026.540.276.048,5416113340000.0,245949492805.0,-2347121362620.0,1711598805863.0,5026540276048.0
Lỗ thuần trong năm,Lỗ thuần trong năm,Lỗ thuần trong năm,-,-,-,(7.238.162.750),(7.238.162.750),,,,-7238162750.0,-7238162750.0
"Trích quỹ khen thưởng, phúc lợi (Thuyết minh 21)","Trích quỹ khen thưởng, phúc lợi (Thuyết minh 21)","Trích quỹ khen thưởng, phúc lợi (Thuyết minh 21)",-,-,-,(380.676.119.348),(380.676.119.348),,,,-380676119348.0,-380676119348.0
Bán cổ phiếu quỹ,Bán cổ phiếu quỹ,Bán cổ phiếu quỹ,-,1.533.625.094,2.347.121.362.620,-,2.348.654.987.714,,1533625094.0,2347121362620.0,,2348654987714.0
Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,5.416.113.340.000,247.483.117.899,-,1.323.684.523.765,6.987.280.981.664,5416113340000.0,247483117899.0,,1323684523765.0,6987280981664.0
Lỗ thuần trong năm,Lỗ thuần trong năm,Lỗ thuần trong năm,-,-,-,(2.592.599.259.545),(2.592.599.259.545),,,,-2592599259545.0,-2592599259545.0
Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,5.416.113.340.000,247.483.117.899,-,(1.268.914.735.780),4.394.681.722.119,5416113340000.0,247483117899.0,,-1268914735780.0,4394681722119.0
