row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Công cụ vàdụng cụVND,KhácVND,TổngVND,numeric__Chi phí đấttrả trướcVND,numeric__Công cụ vàdụng cụVND,numeric__KhácVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,82.482.506.241,120.496.413.599,6.024.704.431,209.003.624.271,82482506241.0,120496413599.0,6024704431.0,209003624271.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,122.318.155.268,4.625.566.089,126.943.721.357,,122318155268.0,4625566089.0,126943721357.0
Chuyển từ xây dựng cơbản dở dang,Chuyển từ xây dựng cơbản dở dang,Chuyển từ xây dựng cơbản dở dang,-,8.786.844.575,6.764.977.273,15.551.821.848,,8786844575.0,6764977273.0,15551821848.0
Chuyển sang tài sản cốđịnh hữu hình,Chuyển sang tài sản cốđịnh hữu hình,Chuyển sang tài sản cốđịnh hữu hình,(2.774.922.728),-,-,(2.774.922.728),-2774922728.0,,,-2774922728.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(5.181.786.856),(104.591.670.334),(7.124.126.857),(116.897.584.047),-5181786856.0,-104591670334.0,-7124126857.0,-116897584047.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,74.525.796.657,147.009.743.108,10.291.120.936,231.826.660.701,74525796657.0,147009743108.0,10291120936.0,231826660701.0
