row_label_raw,row_label_full,Tiền thu từ phát hành cổ phiếu,31,-,6.331.700.000,numeric__31,numeric__-,numeric__6.331.700.000
Tiền thu từ vốn góp tăng thêm của các cổ đông không kiểm soát,Tiền thu từ vốn góp tăng thêm của các cổ đông không kiểm soát,Tiền thu từ vốn góp tăng thêm của các cổ đông không kiểm soát,31,-,49.000.000,31.0,,49000000.0
Tiền mua lại cổ phiếu đã phát hành,Tiền mua lại cổ phiếu đã phát hành,Tiền mua lại cổ phiếu đã phát hành,32,(321.900.000),(318.600.000),32.0,-321900000.0,-318600000.0
Tiền thu từ đi vay,Tiền thu từ đi vay,Tiền thu từ đi vay,33,15.322.698.228.482,13.517.934.017.722,33.0,15322698228482.0,13517934017722.0
Tiền chi trả nợ gốc vay,Tiền chi trả nợ gốc vay,Tiền chi trả nợ gốc vay,34,(14.561.858.009.716),(13.360.184.479.830),34.0,-14561858009716.0,-13360184479830.0
Tiền chi trả cổ tức cho cổ đông Công ty,Tiền chi trả cổ tức cho cổ đông Công ty,Tiền chi trả cổ tức cho cổ đông Công ty,35,(459.845.284.600),(400.791.254.403),35.0,-459845284600.0,-400791254403.0
Tiền chi trả cổ tức cho cổ đông không kiểm soát,Tiền chi trả cổ tức cho cổ đông không kiểm soát,Tiền chi trả cổ tức cho cổ đông không kiểm soát,35,(8.019.311.475),(857.149.216),35.0,-8019311475.0,-857149216.0
Tiền chi trả các hoạt động tài chính khác,Tiền chi trả các hoạt động tài chính khác,Tiền chi trả các hoạt động tài chính khác,36,(31.060.819.926),(35.488.771.952),36.0,-31060819926.0,-35488771952.0
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,261.592.902.765,(273.325.537.679),40.0,261592902765.0,-273325537679.0
