row_label_raw,row_label_full,col_0,1/1/2022VND,Số đã được hoàn lạiVND,Số phân loại lại/(cấn trừ)VND,31/12/2022VND,numeric__1/1/2022VND,numeric__Số đã được hoàn lạiVND,numeric__Số phân loại lại/(cấn trừ)VND,numeric__31/12/2022VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,22.578.266.834,-,3.180.990.664,25.759.257.498,22578266834.0,,3180990664.0,25759257498.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,67.169.198,-,326.363.807,393.533.005,67169198.0,,326363807.0,393533005.0
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,761.228.697,-,-,761.228.697,761228697.0,,,761228697.0
Thuế khác,Thuế khác,Thuế khác,574.186.464,-,493.426.043,1.067.612.507,574186464.0,,493426043.0,1067612507.0
,,,23.980.851.193,-,4.000.780.514,27.981.631.707,23980851193.0,,4000780514.0,27981631707.0
