row_label_raw,row_label_full,col_0,2022Cổ phiếu,2021Cổ phiếuĐã điều chỉnhlại,2021Cổ phiếuTrình bàytrước đây,numeric__2022Cổ phiếu,numeric__2021Cổ phiếuĐã điều chỉnhlại,numeric__2021Cổ phiếuTrình bàytrước đây
Số cổ phiếu phổ thông đã phát hànhđầu năm,Số cổ phiếu phổ thông đã phát hànhđầu năm,Số cổ phiếu phổ thông đã phát hànhđầu năm,200.000.000,200.000.000,200.000.000,200000000.0,200000000.0,200000000.0
Ảnh hưởng của cổ phiếu quỹ Công tyđang nằm giữ,Ảnh hưởng của cổ phiếu quỹ Công tyđang nằm giữ,Ảnh hưởng của cổ phiếu quỹ Công tyđang nằm giữ,(31.860),(633.170),(633.170),-31860.0,-633170.0,-633170.0
Ảnh hưởng của cổ phiếu phổ thôngmua lại,Ảnh hưởng của cổ phiếu phổ thôngmua lại,Ảnh hưởng của cổ phiếu phổ thôngmua lại,(17.311),(23.044),(23.044),-17311.0,-23044.0,-23044.0
Ảnh hưởng của cổ phiếu thường pháthành cho người lao động theo chươngtrình lựa chọn cho người lao động,Ảnh hưởng của cổ phiếu thường pháthành cho người lao động theo chươngtrình lựa chọn cho người lao động,Ảnh hưởng của cổ phiếu thường pháthành cho người lao động theo chươngtrình lựa chọn cho người lao động,-,65.919,65.919,,65919.0,65919.0
Ảnh hưởng của việc phát hành cổphiếu thường tỷ lệ 1:1,Ảnh hưởng của việc phát hành cổphiếu thường tỷ lệ 1:1,Ảnh hưởng của việc phát hành cổphiếu thường tỷ lệ 1:1,199.943.650,199.943.650,-,199943650.0,199943650.0,
Số lượng bình quân gia quyền của cổphiếu phổ thông tại thời điểm cuối năm,Số lượng bình quân gia quyền của cổphiếu phổ thông tại thời điểm cuối năm,Số lượng bình quân gia quyền của cổphiếu phổ thông tại thời điểm cuối năm,399.894.479,399.353.355,199.409.705,399894479.0,399353355.0,199409705.0
