row_label_raw,row_label_full,Số dư đầu năm,2022 > Chênh lệch tạm thời VND > 15.141.635.422,2022 > Giá trị tính thuế VND > 3.028.327.084,2022 > Lỗ tính thuế VND > 488.772.216.605,2022 > Giá trị tính thuế VND > 88.689.689.434,numeric__2022 > Chênh lệch tạm thời VND > 15.141.635.422,numeric__2022 > Giá trị tính thuế VND > 3.028.327.084,numeric__2022 > Lỗ tính thuế VND > 488.772.216.605,numeric__2022 > Giá trị tính thuế VND > 88.689.689.434
Chênh lệch tạm thời chưa ghi nhận phát sinh,Chênh lệch tạm thời chưa ghi nhận phát sinh,Chênh lệch tạm thời chưa ghi nhận phát sinh,(14.559.863.176),(2.911.972.635),-,-,-14559863176.0,-2911972635.0,,
Lỗ tính thuế phát sinh,Lỗ tính thuế phát sinh,Lỗ tính thuế phát sinh,-,-,265.211.390.676,50.759.707.944,,,265211390676.0,50759707944.0
Lỗ tính thuế đã sử dụng,Lỗ tính thuế đã sử dụng,Lỗ tính thuế đã sử dụng,-,-,(4.422.283.600),(1.061.348.064),,,-4422283600.0,-1061348064.0
Lỗ tính thuế hết hiệu lực,Lỗ tính thuế hết hiệu lực,Lỗ tính thuế hết hiệu lực,-,-,(37.708.703.082),(7.273.029.957),,,-37708703082.0,-7273029957.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,581.772.246,116.354.449,711.852.620.599,131.115.019.357,581772246.0,116354449.0,711852620599.0,131115019357.0
