row_label_raw,row_label_full,col_0,Số cổ phiếu phổ thông bình quân gia quyền,Lãi cơ bản trên cổ phiếu VND,numeric__Số cổ phiếu phổ thông bình quân gia quyền,numeric__Lãi cơ bản trên cổ phiếu VND
Số báo cáo trước đáy,Số báo cáo trước đáy,Số báo cáo trước đáy,732.887.569,4.517,732887569.0,4517.0
Điều chỉnh lại do ảnh hưởng của việc trả cổ tức bằng cổ phiếu trong năm,Điều chỉnh lại do ảnh hưởng của việc trả cổ tức bằng cổ phiếu trong năm,Điều chỉnh lại do ảnh hưởng của việc trả cổ tức bằng cổ phiếu trong năm,109.923.537,(589),109923537.0,-589.0
Ảnh hưởng của việc thu hồi cổ phiếu thường cho nhân viên làm cổ phiếu quỹ,Ảnh hưởng của việc thu hồi cổ phiếu thường cho nhân viên làm cổ phiếu quỹ,Ảnh hưởng của việc thu hồi cổ phiếu thường cho nhân viên làm cổ phiếu quỹ,(45.450),-,-45450.0,
Số điều chỉnh lại,Số điều chỉnh lại,Số điều chỉnh lại,842.765.656,3.928,842765656.0,3928.0
