row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2016,Giá trị ghi sổ Triệu VND > Ngày 31 tháng 12 năm 2016,Dòng tiền theo hợp đồng Triệu VND > Ngày 31 tháng 12 năm 2016,Trong 1 năm Triệu VND > Ngày 31 tháng 12 năm 2016,1 - 2 năm Triệu VND > Ngày 31 tháng 12 năm 2016,2 - 5 năm Triệu VND > Ngày 31 tháng 12 năm 2016,Hơn 5 năm Triệu VND > Ngày 31 tháng 12 năm 2016,numeric__Giá trị ghi sổ Triệu VND > Ngày 31 tháng 12 năm 2016,numeric__Dòng tiền theo hợp đồng Triệu VND > Ngày 31 tháng 12 năm 2016,numeric__Trong 1 năm Triệu VND > Ngày 31 tháng 12 năm 2016,numeric__1 - 2 năm Triệu VND > Ngày 31 tháng 12 năm 2016,numeric__2 - 5 năm Triệu VND > Ngày 31 tháng 12 năm 2016,numeric__Hơn 5 năm Triệu VND > Ngày 31 tháng 12 năm 2016
Phải trả người bán ngắn hạn vàphải trả ngắn và dải hạn khácCác khoản vay,Phải trả người bán ngắn hạn vàphải trả ngắn và dải hạn khácCác khoản vay,Phải trả người bán ngắn hạn vàphải trả ngắn và dải hạn khácCác khoản vay,4.004.4096.460.371,4.004.4096.560.375,3.992.9495.548.040,11.460841.085,-155.317,-15.933,40044096460371.0,40044096560375.0,39929495548040.0,11460841085.0,-155317.0,-15933.0
,,,10.464.780,10.564.784,9.540.989,852.545,155.317,15.933,10464780.0,10564784.0,9540989.0,852545.0,155317.0,15933.0
Ngày 1 tháng 1 năm 2016,Ngày 1 tháng 1 năm 2016,Ngày 1 tháng 1 năm 2016,Ngày 1 tháng 1 năm 2016,Ngày 1 tháng 1 năm 2016,Ngày 1 tháng 1 năm 2016,Ngày 1 tháng 1 năm 2016,Ngày 1 tháng 1 năm 2016,Ngày 1 tháng 1 năm 2016,,,,,,
Phải trả người bán ngắn hạn vàphải trả ngắn và dải hạn khácCác khoản vay,Ngày 1 tháng 1 năm 2016 > Phải trả người bán ngắn hạn vàphải trả ngắn và dải hạn khácCác khoản vay,Phải trả người bán ngắn hạn vàphải trả ngắn và dải hạn khácCác khoản vay,2.835.3926.855.817,2.835.3926.948.270,2.829.3066.493.685,6.086454.585,-,-,28353926855817.0,28353926948270.0,28293066493685.0,6086454585.0,,
,,,9.691.209,9.783.662,9.322.991,460.671,-,-,9691209.0,9783662.0,9322991.0,460671.0,,
