row_label_raw,row_label_full,Cổ phiếu phổ thông đã phát hành đầu năm > Ảnh hưởng của việc trả cổ tức bằng cổ phiếu(Thuyết minh 25),2016(Số cổ phiếu) > 732.887.569 > 109.923.537,2015(Số cổ phiếu)Đã điều chỉnh lại > 842.765.656 > -,numeric__2016(Số cổ phiếu) > 732.887.569 > 109.923.537,numeric__2015(Số cổ phiếu)Đã điều chỉnh lại > 842.765.656 > -
Ảnh hưởng của việc thu hồi cổ phiếu thường cho nhân viên làm cổ phiếu quỹ,Ảnh hưởng của việc thu hồi cổ phiếu thường cho nhân viên làm cổ phiếu quỹ,Ảnh hưởng của việc thu hồi cổ phiếu thường cho nhân viên làm cổ phiếu quỹ,(45.450),-,-45450.0,
Số lượng bình quân gia quyền của cổ phiếu phổ thông lưu hành trong năm,Số lượng bình quân gia quyền của cổ phiếu phổ thông lưu hành trong năm,Số lượng bình quân gia quyền của cổ phiếu phổ thông lưu hành trong năm,842.765.656,842.765.656,842765656.0,842765656.0
