row_label_raw,row_label_full,STT,Công ty con cấp 2,Hoạt động chính,Tỷ lệ lợi ích trực tiếp của công ty con cấp 1,Tỷ lệ lợi ích trực tiếp của công ty con cấp 1_1,Tỷ lệ lợi ích của Tập đoàn,Tỷ lệ lợi ích của Tập đoàn_1,numeric__Công ty con cấp 2,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích trực tiếp của công ty con cấp 1,numeric__Tỷ lệ lợi ích trực tiếp của công ty con cấp 1_1,numeric__Tỷ lệ lợi ích của Tập đoàn,numeric__Tỷ lệ lợi ích của Tập đoàn_1
STT,STT,STT,Công ty con cấp 2,Hoạt động chính,31/12/2016,1/1/2016,31/12/2016,1/1/2016,,,,,,
,,,Công ty con của Công ty CP Phát triển Nông nghiệp Hòa Phát,Công ty con của Công ty CP Phát triển Nông nghiệp Hòa Phát,Công ty con của Công ty CP Phát triển Nông nghiệp Hòa Phát,Công ty con của Công ty CP Phát triển Nông nghiệp Hòa Phát,Công ty con của Công ty CP Phát triển Nông nghiệp Hòa Phát,Công ty con của Công ty CP Phát triển Nông nghiệp Hòa Phát,,,,,,
12,STT > 12,12,Công ty TNHH Thương mại Hòa Phát (ii),"Chăn nuôi trâu, bỏ; hoạt động dịch vụ trồng trợt, chăn nuôi và sau thu hoạch.","99,90%",-,"99,899%",-,,,0.9990000000000001,,0.99899,
13,STT > 13,13,Công ty CP Phát triển Chăn nuôi Hòa Phát (ii),"Chăn nuôi, cung cấp heo giống, heo thịt.","99,95%",-,"99,949%",-,,,0.9995,,0.99949,
14,STT > 14,14,Công ty TNHH MTV Thương mại và Sản xuất thức ăn Chăn nuôi Hòa Phát (ii),"Sản xuất, buôn bán thức ăn và nguyên liệu làm thức ăn gia súc, gia cầm và thủy sản.",100%,-,"99,999%",-,,,1.0,,0.9999899999999999,
15,STT > 15,15,Công ty TNHH MTV Thức ăn Chăn nuôi Hòa Phát Đồng Nai (ii),"Sản xuất và chế biến thức ăn gia súc, gia cầm và thủy sản.",100%,-,"99,999%",-,,,1.0,,0.9999899999999999,
16,STT > 16,16,Công ty TNHH Chăn nuôi Hòa Phước (iv),Chăn nuôi heo giống và heo thịt.,"99,997%",-,"99,996%",-,,,0.99997,,0.99996,
17,STT > 17,17,Công ty TNHH MTV Gia cầm Hòa Phát (i),Chăn nuôi gia cầm,100%,-,"99,999%",-,,,1.0,,0.9999899999999999,
18,STT > 18,18,Công ty TNHH MTV Chăn nuôi Hòa Phát Đà Nẵng (ii),"Chăn nuôi gia sức gia cầm, hoạt động dịch vụ trồng trợt.",100%,-,"99,999%",-,,,1.0,,0.9999899999999999,
,,,Công ty con của Công ty CP Thép Hòa Phát,Công ty con của Công ty CP Thép Hòa Phát,Công ty con của Công ty CP Thép Hòa Phát,Công ty con của Công ty CP Thép Hòa Phát,Công ty con của Công ty CP Thép Hòa Phát,Công ty con của Công ty CP Thép Hòa Phát,,,,,,
19,STT > 19,19,Công ty CP Khoáng sản Hòa Yên (v),"Khai thác và sản xuất quảng sắt, bỏ xít và các kim loại quý hiểm.",-,"99,77%",-,"99,76%",,,,0.9976999999999999,,0.9976
20,STT > 20,20,Công ty CP Khoáng sản Đức Long (v),"Khai thác và sản xuất quảng sắt, bỏ xít và các kim loại quý hiểm.",-,"99,98%",-,"99,97%",,,,0.9998,,0.9997
