row_label_raw,row_label_full,STT,Công ty con cấp 1,Hoạt động chính,Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn,Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn_1,numeric__Công ty con cấp 1,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn,numeric__Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn_1
STT,STT,STT,Công ty con cấp 1,Hoạt động chính,31/12/2016,1/1/2016,,,,
14,STT > 14,14,Công ty TNHH MTV Chăn nuôi Hòa Phát Đà Nẵng (trước đây là “Công ty TNHH MTV Khoảng sản Nam Giang”) (ii),"Chăn nuôi gia súc, gia cầm; hoạt động dịch vụ trồng trọt.",-,100%,,,,1.0
15,STT > 15,15,Công ty CP Phát triển Chăn nuôi Hòa Phát (ii),"Chăn nuôi, cung cấp heo giống, heo thịt.",-,"99,80%",,,,0.998
16,STT > 16,16,Công ty TNHH MTV Thương mại và Sản xuất thức ăn Chăn nuôi Hòa Phát (ii),"Sản xuất, buôn bán thức ăn và nguyên liệu làm thức ăn gia súc, gia cầm và thủy sản.",-,100%,,,,1.0
17,STT > 17,17,Công ty TNHH MTV Thức ăn chăn nuôi Hòa Phát Đồng Nai (ii),"Sản xuất và chế biến thức ăn gia súc, gia cầm và thủy sản.",-,100%,,,,1.0
18,STT > 18,18,Công ty CP Khoảng sản Hòa Phát Mitraco (iii),"Khai thác và sản xuất quặng sắt, bổ xít và các kim loại quý hiểm; bán buôn kim loại và quặng kim loại.",-,"98,42%",,,,0.9842
