row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2016 VND,1/1/2016 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2016 VND,numeric__1/1/2016 VND
Tải sản dài hạn\( (200 = 210 + 220 + 230 + 240 + 250 + 260) \),Tải sản dài hạn\( (200 = 210 + 220 + 230 + 240 + 250 + 260) \),Tải sản dài hạn\( (200 = 210 + 220 + 230 + 240 + 250 + 260) \),200,,15.043.765.608.591,13.591.592.052.060,200.0,,15043765608591.0,13591592052060.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,18.173.189.031,16.485.258.954,210.0,,18173189031.0,16485258954.0
Phải thu về cho vay đai hạn,Phải thu về cho vay đai hạn,Phải thu về cho vay đai hạn,215,,2.500.000.000,5.000.000.000,215.0,,2500000000.0,5000000000.0
Phải thu đai hạn khác,Phải thu đai hạn khác,Phải thu đai hạn khác,216,,15.673.189.031,11.485.258.954,216.0,,15673189031.0,11485258954.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,12.670.459.873.438,8.211.430.447.399,220.0,,12670459873438.0,8211430447399.0
Tải sản cố định hữu hình,Tải sản cố định hữu hình,Tải sản cố định hữu hình,221,10,12.487.811.189.623,8.047.470.109.033,221.0,10.0,12487811189623.0,8047470109033.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,18.855.209.473.822,13.055.040.780.097,222.0,,18855209473822.0,13055040780097.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(6.367.398.284.199),(5.007.570.671.064),223.0,,-6367398284199.0,-5007570671064.0
Tải sản cố định vô hình,Tải sản cố định vô hình,Tải sản cố định vô hình,227,11,182.648.683.815,163.960.338.366,227.0,11.0,182648683815.0,163960338366.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,215.970.717.186,193.249.079.259,228.0,,215970717186.0,193249079259.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(33.322.033.371),(29.288.740.893),229.0,,-33322033371.0,-29288740893.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,12,202.756.917.580,192.494.292.820,230.0,12.0,202756917580.0,192494292820.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,245.628.493.960,236.450.059.552,231.0,,245628493960.0,236450059552.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(42.871.576.380),(43.955.766.732),232.0,,-42871576380.0,-43955766732.0
Tải sản dở dang dài hạn,Tải sản dở dang dài hạn,Tải sản dở dang dài hạn,240,,1.154.980.172.259,4.342.159.437.952,240.0,,1154980172259.0,4342159437952.0
"Chi phí sản xuất, kính doanh dở dangđai hạn","Chi phí sản xuất, kính doanh dở dangđai hạn","Chi phí sản xuất, kính doanh dở dangđai hạn",241,,47.019.409.284,2.970.929.067,241.0,,47019409284.0,2970929067.0
Chi phí xây dựng cơ bán dở dang,Chi phí xây dựng cơ bán dở dang,Chi phí xây dựng cơ bán dở dang,242,13,1.107.960.762.975,4.339.188.508.885,242.0,13.0,1107960762975.0,4339188508885.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,78.864.136.876,102.545.479.270,250.0,,78864136876.0,102545479270.0
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,252,7.2,3.271.387.743,3.806.335.925,252.0,72.0,3271387743.0,3806335925.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,7.2,15.702.128.365,15.702.128.365,253.0,72.0,15702128365.0,15702128365.0
Đầu tư nám giữ đến ngày đáo hạn,Đầu tư nám giữ đến ngày đáo hạn,Đầu tư nám giữ đến ngày đáo hạn,255,7.1,59.890.620.768,83.037.014.980,255.0,71.0,59890620768.0,83037014980.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,918.531.319.407,726.477.135.665,260.0,,918531319407.0,726477135665.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,14,716.374.249.275,551.682.828.680,261.0,14.0,716374249275.0,551682828680.0
Tải sản thuế thu nhập hoãn lại,Tải sản thuế thu nhập hoãn lại,Tải sản thuế thu nhập hoãn lại,262,15,127.323.104.169,83.703.031.782,262.0,15.0,127323104169.0,83703031782.0
Lợi thế thương mại,Lợi thế thương mại,Lợi thế thương mại,269,16,74.833.965.963,91.091.275.203,269.0,16.0,74833965963.0,91091275203.0
TỔNG TẢI SẢN (\( 270 = 100 + 200 \)),TỔNG TẢI SẢN (\( 270 = 100 + 200 \)),TỔNG TẢI SẢN (\( 270 = 100 + 200 \)),270,,33.226.552.317.885,25.506.769.185.545,270.0,,33226552317885.0,25506769185545.0
