row_label_raw,row_label_full,Cam kết mua hàng,Sản lượng cam kết,Thời gian cam kết,numeric__Sản lượng cam kết,numeric__Thời gian cam kết
Cam kết mua khí từ chủ khí Lô 06.1,Cam kết mua khí từ chủ khí Lô 06.1,Cam kết mua khí từ chủ khí Lô 06.1,"Tôi thiếu là 2,7 tỷ m3/năm",Đến hết giai đoạn bình ổn của Lô 06.1,,
Cam kết mua khí từ chủ khí Lô 11.2,Cam kết mua khí từ chủ khí Lô 11.2,Cam kết mua khí từ chủ khí Lô 11.2,"Tôi thiếu là 1,216 tỷ m3/năm",Đến hết giai đoạn bình ổn của Lô 11.2,,
Cam kết mua khí từ chủ khí Lô 05.3 và 05.2,Cam kết mua khí từ chủ khí Lô 05.3 và 05.2,Cam kết mua khí từ chủ khí Lô 05.3 và 05.2,"Tôi thiếu là 1,368 tỷ m3/năm",Đến hết giai đoạn bình ổn của Lô 05-2 và Lô 05-3,,
Cam kết mua khí từ chủ khí Lô 102 và 106,Cam kết mua khí từ chủ khí Lô 102 và 106,Cam kết mua khí từ chủ khí Lô 102 và 106,Tôi thiếu 204 triệu m3/năm,Đến hết giai đoạn bình ổn của Lô 102 và Lô 106,,
