row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,,75.310.106.606.268,75.976.345.569.671,1.0,,75310106606268.0,75976345569671.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,304.809.430.862,364.799.330.259,2.0,,304809430862.0,364799330259.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,28,75.005.297.175.406,75.611.546.239.412,10.0,28.0,75005297175406.0,75611546239412.0
4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,11,29,58.086.688.538.104,58.120.227.682.208,11.0,29.0,58086688538104.0,58120227682208.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,16.918.608.637.302,17.491.318.557.204,20.0,,16918608637302.0,17491318557204.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,30,1.664.550.734.786,1.476.548.445.639,21.0,30.0,1664550734786.0,1476548445639.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,31,240.940.076.023,616.615.024.877,22.0,31.0,240940076023.0,616615024877.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,197.609.807.262,440.018.194.452,23.0,,197609807262.0,440018194452.0
"8. Phần (lỗ) trong công ty liên doanh, liên kết","8. Phần (lỗ) trong công ty liên doanh, liên kết","8. Phần (lỗ) trong công ty liên doanh, liên kết",24,,(504.636.282),(3.573.202.455),24.0,,-504636282.0,-3573202455.0
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,32,2.394.374.579.372,2.638.679.383.447,25.0,32.0,2394374579372.0,2638679383447.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,32,875.266.258.698,1.127.931.765.213,26.0,32.0,875266258698.0,1127931765213.0
11. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),11. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),11. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,15.072.073.821.713,14.581.067.626.851,30.0,,15072073821713.0,14581067626851.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,33,16.104.369.827,39.088.905.640,31.0,33.0,16104369827.0,39088905640.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,34,19.915.348.120,80.234.601.606,32.0,34.0,19915348120.0,80234601606.0
14. (Lỗ) khác (40=31-32),14. (Lỗ) khác (40=31-32),14. (Lỗ) khác (40=31-32),40,,(3.810.978.293),(41.145.695.966),40.0,,-3810978293.0,-41145695966.0
15. Tổng lợi nhuận kế toán trước thuế (50=30+40),15. Tổng lợi nhuận kế toán trước thuế (50=30+40),15. Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,15.068.262.843.420,14.539.921.930.885,50.0,,15068262843420.0,14539921930885.0
16. Chi phí thuế thu nhập doanh nghiệp hiện hành,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,35,2.967.381.924.337,2.778.439.374.778,51.0,35.0,2967381924337.0,2778439374778.0
17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,15.229.609.228,52.917.076.131,52.0,,15229609228.0,52917076131.0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,12.085.651.309.855,11.708.565.479.976,60.0,,12085651309855.0,11708565479976.0
18.1. Lợi nhuận sau thuế của Công ty mẹ,18.1. Lợi nhuận sau thuế của Công ty mẹ,18.1. Lợi nhuận sau thuế của Công ty mẹ,61,,11.902.248.028.143,11.453.968.895.042,61.0,,11902248028143.0,11453968895042.0
18.2. Lợi nhuận sau thuế của cổ đông không kiểm soát,18.2. Lợi nhuận sau thuế của cổ đông không kiểm soát,18.2. Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,183.403.281.712,254.596.584.934,62.0,,183403281712.0,254596584934.0
19. Lãi cơ bản trên cổ phiếu,19. Lãi cơ bản trên cổ phiếu,19. Lãi cơ bản trên cổ phiếu,70,36,,5.838,70.0,36.0,,5838.0
