row_label_raw,row_label_full,Dự án đường ống dẫn khí Nam Côn Sơn 2 - Giai đoạn,Số cuối nămVND > 1.461.213.433.323,Số đầu nămVND > 174.778.866.174,numeric__Số cuối nămVND > 1.461.213.433.323,numeric__Số đầu nămVND > 174.778.866.174
Đường ống dẫn khí Lô B - Ô Môn,Đường ống dẫn khí Lô B - Ô Môn,Đường ống dẫn khí Lô B - Ô Môn,713.687.757.747,589.224.807.564,713687757747.0,589224807564.0
"Dự án Đường ống thu gom, vận chuyển khí mô Sao Vàng - Đại Nguyệt","Dự án Đường ống thu gom, vận chuyển khí mô Sao Vàng - Đại Nguyệt","Dự án Đường ống thu gom, vận chuyển khí mô Sao Vàng - Đại Nguyệt",280.688.369.277,18.725.251.796,280688369277.0,18725251796.0
Nhà máy Xử lý khí Cà Mau,Nhà máy Xử lý khí Cà Mau,Nhà máy Xử lý khí Cà Mau,153.895.502.120,5.547.809.225,153895502120.0,5547809225.0
Kho cảng nhập khẩu LNG Sơn Mỹ,Kho cảng nhập khẩu LNG Sơn Mỹ,Kho cảng nhập khẩu LNG Sơn Mỹ,137.938.773.143,136.681.306.779,137938773143.0,136681306779.0
Kho chứa LNG quy mô 1 triệu tấn/năm tại Thị Vải,Kho chứa LNG quy mô 1 triệu tấn/năm tại Thị Vải,Kho chứa LNG quy mô 1 triệu tấn/năm tại Thị Vải,108.565.985.404,77.021.627.904,108565985404.0,77021627904.0
Dự án Đường ống thu gom khí mô Cá Rồng Đỏ,Dự án Đường ống thu gom khí mô Cá Rồng Đỏ,Dự án Đường ống thu gom khí mô Cá Rồng Đỏ,70.435.976.690,70.435.976.690,70435976690.0,70435976690.0
Dự án Nâng cao hệ số thu hồi LPG tại nhà máy GPP Đình Cổ,Dự án Nâng cao hệ số thu hồi LPG tại nhà máy GPP Đình Cổ,Dự án Nâng cao hệ số thu hồi LPG tại nhà máy GPP Đình Cổ,5.786.500.105,18.605.948.217,5786500105.0,18605948217.0
Khác,Khác,Khác,88.659.814.819,144.176.732.369,88659814819.0,144176732369.0
,,,3.020.872.112.628,1.235.198.326.718,3020872112628.0,1235198326718.0
