row_label_raw,row_label_full,col_0,Khấu hao tài sản cổ định và các khoản dự phòng VND,Lợi nhuận chưa thực hiện VND,Tổng cộng VND,numeric__Khấu hao tài sản cổ định và các khoản dự phòng VND,numeric__Lợi nhuận chưa thực hiện VND,numeric__Tổng cộng VND
Số đầu năm trước,Số đầu năm trước,Số đầu năm trước,19.514.618.883,26.627.147.633,46.141.766.516,19514618883.0,26627147633.0,46141766516.0
Ghi nhận trong năm,Ghi nhận trong năm,Ghi nhận trong năm,(1.806.314.720),(360.094.757),(2.166.409.477),-1806314720.0,-360094757.0,-2166409477.0
Số dư cuối năm trước,Số dư cuối năm trước,Số dư cuối năm trước,17.708.304.163,26.267.052.876,43.975.357.039,17708304163.0,26267052876.0,43975357039.0
Ghi nhận trong năm,Ghi nhận trong năm,Ghi nhận trong năm,2.733.574.427,(4.466.395.857),(1.732.821.430),2733574427.0,-4466395857.0,-1732821430.0
Giảm do không còn nằm giữ quyền kiểm soát tại Công ty con,Giảm do không còn nằm giữ quyền kiểm soát tại Công ty con,Giảm do không còn nằm giữ quyền kiểm soát tại Công ty con,(11.752.577.695),-,(11.752.577.695),-11752577695.0,,-11752577695.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,8.689.300.895,21.800.657.019,30.489.957.914,8689300895.0,21800657019.0,30489957914.0
