row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Trích trước chi phí mua và xử lý khí,Trích trước chi phí mua và xử lý khí,Trích trước chi phí mua và xử lý khí,3.622.952.010.339,4.151.352.384.590,3622952010339.0,4151352384590.0
- Trích trước chi phí mua và vận chuyển khí Nam Côn Sơn,- Trích trước chi phí mua và vận chuyển khí Nam Côn Sơn,- Trích trước chi phí mua và vận chuyển khí Nam Côn Sơn,2.446.755.125.459,3.008.942.751.075,2446755125459.0,3008942751075.0
- Trích trước chi phí mua và xử lý khí Cửu Long,- Trích trước chi phí mua và xử lý khí Cửu Long,- Trích trước chi phí mua và xử lý khí Cửu Long,753.896.453.680,727.086.054.826,753896453680.0,727086054826.0
- Trích trước chi phí mua và xử lý khí Thiên Úng Đại Hùng,- Trích trước chi phí mua và xử lý khí Thiên Úng Đại Hùng,- Trích trước chi phí mua và xử lý khí Thiên Úng Đại Hùng,232.932.734.425,248.273.111.621,232932734425.0,248273111621.0
- Trích trước chi phí mua khí PM3 CAA và 46 - Cái Nước,- Trích trước chi phí mua khí PM3 CAA và 46 - Cái Nước,- Trích trước chi phí mua khí PM3 CAA và 46 - Cái Nước,122.516.775.805,87.071.393.627,122516775805.0,87071393627.0
- Trích trước chi phí mua khí Hàm Rồng Thái Bình,- Trích trước chi phí mua khí Hàm Rồng Thái Bình,- Trích trước chi phí mua khí Hàm Rồng Thái Bình,66.850.920.970,79.979.073.441,66850920970.0,79979073441.0
Điều chỉnh chi phí mua khí Đông Bắc Rồng cho giai đoạn 2013 - 2018 do thay đổi nhiệt trị (i),Điều chỉnh chi phí mua khí Đông Bắc Rồng cho giai đoạn 2013 - 2018 do thay đổi nhiệt trị (i),Điều chỉnh chi phí mua khí Đông Bắc Rồng cho giai đoạn 2013 - 2018 do thay đổi nhiệt trị (i),218.561.235.725,-,218561235725.0,
Chi phí phải trả nhà thầu xây dựng cơ bản,Chi phí phải trả nhà thầu xây dựng cơ bản,Chi phí phải trả nhà thầu xây dựng cơ bản,3.576.179.981,250.271.023.565,3576179981.0,250271023565.0
"Trích trước chi phí bảo dưỡng, sửa chữa","Trích trước chi phí bảo dưỡng, sửa chữa","Trích trước chi phí bảo dưỡng, sửa chữa",29.985.828.140,22.192.703.756,29985828140.0,22192703756.0
Lãi vay phải trả,Lãi vay phải trả,Lãi vay phải trả,4.601.850.418,81.993.513.758,4601850418.0,81993513758.0
Điều chỉnh chi phí mua khí Cửu Long cho giai đoạn 2016 - 2018 do thay đổi nhiệt trị (ii),Điều chỉnh chi phí mua khí Cửu Long cho giai đoạn 2016 - 2018 do thay đổi nhiệt trị (ii),Điều chỉnh chi phí mua khí Cửu Long cho giai đoạn 2016 - 2018 do thay đổi nhiệt trị (ii),-,840.097.798.853,,840097798853.0
Chi phí nhà điều hành Nam Côn Sơn,Chi phí nhà điều hành Nam Côn Sơn,Chi phí nhà điều hành Nam Côn Sơn,72.242.942.010,45.997.693.232,72242942010.0,45997693232.0
Các khoản khác,Các khoản khác,Các khoản khác,95.924.681.716,96.640.530.275,95924681716.0,96640530275.0
,,,4.047.844.728.329,5.488.545.648.029,4047844728329.0,5488545648029.0
Chi phí phải trả các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 39),Chi phí phải trả các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 39),Chi phí phải trả các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 39),2.117.310.266.773,1.752.010.862.737,2117310266773.0,1752010862737.0
