row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
"Máy móc, thiết bị","Máy móc, thiết bị","Máy móc, thiết bị",05,5.0
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,03 - 06,
