row_label_raw,row_label_full,Bên liên quan > Công ty Đảy đồng Việt Nam - CFT,Mối quan hệ > Công ty liên kết,"Nội dung nghiệp vụ > Mua hàng hóa, dịch vụ",Năm nay > 1.774.348.712.204,Đơn vị tính: VNDNăm trước > 588.079.657.314,numeric__Mối quan hệ > Công ty liên kết,"numeric__Nội dung nghiệp vụ > Mua hàng hóa, dịch vụ",numeric__Năm nay > 1.774.348.712.204,numeric__Đơn vị tính: VNDNăm trước > 588.079.657.314
Công ty TNHH S.A.S - CTAMAD,Công ty TNHH S.A.S - CTAMAD,Công ty TNHH S.A.S - CTAMAD,Công ty liên kết,"Cổ tức, lợi nhuận được chia",39.900.000.000,47.250.000.000,,,39900000000.0,47250000000.0
Công ty Liên Doanh PhátTriển Tiếp Vận Số 1,Công ty Liên Doanh PhátTriển Tiếp Vận Số 1,Công ty Liên Doanh PhátTriển Tiếp Vận Số 1,Công ty liên kết,Doanh thu cung cấp dịch vụ,60.454.179.195,43.409.814.187,,,60454179195.0,43409814187.0
Công ty Liên Doanh PhátTriển Tiếp Vận Số 1,Công ty Liên Doanh PhátTriển Tiếp Vận Số 1,Công ty Liên Doanh PhátTriển Tiếp Vận Số 1,Công ty liên kết,"Cổ tức, lợi nhuận được chia",54.422.945.164,-,,,54422945164.0,
Công ty Cổ phần Chế tạoBorn Hải Dương,Công ty Cổ phần Chế tạoBorn Hải Dương,Công ty Cổ phần Chế tạoBorn Hải Dương,Bên liên quan của thành viên HĐQT,"Thu hồi gốc cho vayDoanh thu bán hàng hóa, cung cấp dịch vụ",100.000.000.00085.701.043.385,-17.332.761.908,,,1.00000000000857e+22,-17332761908.0
Công ty Cổ phần Chứng khoán IB,Công ty Cổ phần Chứng khoán IB,Công ty Cổ phần Chứng khoán IB,Các nhân sự lãnh đạo là thành viên gia đình,Chuyển nhượng trái phiếu cho bên thứ baNhận chuyển nhượng trái phiếu từ bên thứ baTất toán trái phiếu trước hạnLãi trái phiếu đã nhận,204.524.375.000217.333.010.300225.000.000.00022.240.569.445,-295.664.375.000200.000.000.00035.705.555.623,,,2.0452437500021733e+46,-2.956643750002e+34
Công ty Cổ phần Quản lý quỹ Đầu tư Đỏ,Công ty Cổ phần Quản lý quỹ Đầu tư Đỏ,Công ty Cổ phần Quản lý quỹ Đầu tư Đỏ,Bên liên quan của Thành viên HĐQT,Ủy thác đầu tư,172.537.671.200,,,,172537671200.0,
Công ty Cổ phần Viwaco,Công ty Cổ phần Viwaco,Công ty Cổ phần Viwaco,Bên liên quan của Thành viên HĐQT,Doanh thu cung cấp nước sạchCho vayThu hồi khoản vay,262.525.511.33936.000.000.00036.000.000.000,-,,,2.6252551133936e+33,
Công ty Cổ phần Chế tạoMáy điện ViệtNam - Hungari 1,Công ty Cổ phần Chế tạoMáy điện ViệtNam - Hungari 1,Công ty Cổ phần Chế tạoMáy điện ViệtNam - Hungari 1,Công ty liên kết đến ngày 28 tháng 12 năm 2018,Doanh thu bán hàng và cung cấp dịch vụ,10.562.687.511,9.679.416.002,,,10562687511.0,9679416002.0
