row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải thu từ khách hàng,Ngắn hạn > Phải thu từ khách hàng,Phải thu từ khách hàng,1.904.038.395.958,1.826.893.952.505,1904038395958.0,1826893952505.0
- Công ty Cổ phần Tập đoàn Đức Tường,Ngắn hạn > - Công ty Cổ phần Tập đoàn Đức Tường,- Công ty Cổ phần Tập đoàn Đức Tường,206.778.295.075,209.836.034.793,206778295075.0,209836034793.0
- Công ty Cổ phần Tư vấn Đầu tư và Xây lắp Điện số 5,Ngắn hạn > - Công ty Cổ phần Tư vấn Đầu tư và Xây lắp Điện số 5,- Công ty Cổ phần Tư vấn Đầu tư và Xây lắp Điện số 5,131.347.390.333,-,131347390333.0,
- Công ty Cổ phần Điện máy Thành phố Hồ Chí Minh,Ngắn hạn > - Công ty Cổ phần Điện máy Thành phố Hồ Chí Minh,- Công ty Cổ phần Điện máy Thành phố Hồ Chí Minh,122.063.764.217,76.003.768.972,122063764217.0,76003768972.0
- Các khoản phải thu khách hàng khác,Ngắn hạn > - Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,1.443.848.946.333,1.541.054.148.740,1443848946333.0,1541054148740.0
Phải thu từ các bên liên quan(Thuyết minh số 29),Ngắn hạn > Phải thu từ các bên liên quan(Thuyết minh số 29),Phải thu từ các bên liên quan(Thuyết minh số 29),124.845.435.214,33.777.491.140,124845435214.0,33777491140.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,2.028.883.831.172,1.860.671.443.645,2028883831172.0,1860671443645.0
Dự phòng phải thu ngắn hạn khó đòi,Ngắn hạn > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(204.113.923.665),(223.861.019.844),-204113923665.0,-223861019844.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phải thu từ khách hàng,Dài hạn > Phải thu từ khách hàng,Phải thu từ khách hàng,6.740.871.000,75.339.914.100,6740871000.0,75339914100.0
- Công ty Điện lực Thái Bình,Dài hạn > - Công ty Điện lực Thái Bình,- Công ty Điện lực Thái Bình,2.134.173.000,4.829.160.000,2134173000.0,4829160000.0
- Công ty Điện lực Sơn La,Dài hạn > - Công ty Điện lực Sơn La,- Công ty Điện lực Sơn La,952.952.000,149.749.600,952952000.0,149749600.0
- Công ty Điện lực Nam Định,Dài hạn > - Công ty Điện lực Nam Định,- Công ty Điện lực Nam Định,1.005.884.000,829.854.300,1005884000.0,829854300.0
- Công ty Điện lực Bắc Ninh,Dài hạn > - Công ty Điện lực Bắc Ninh,- Công ty Điện lực Bắc Ninh,1.005.884.000,1.383.090.500,1005884000.0,1383090500.0
- Các khoản phải thu khách hàng khác,Dài hạn > - Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,1.641.978.000,68.148.059.700,1641978000.0,68148059700.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,6.740.871.000,75.339.914.100,6740871000.0,75339914100.0
