row_label_raw,row_label_full,Nguyên giá:Số đầu năm(Trình bày lại) > Tăng trong năm(Thuyết minh số 4),Công ty Sotrans(Trình bày lại) > 506.460.632.541 > -,Công ty PhúThanh Mỹ > 70.494.847.878 > -,Công ty K.I.PViệt Nam > 5.942.330.107 > -,Công ty Vihem > 25.224.721.413 > -,Công tyViwasupco > - > 504.004.198.650,Công ty Nhựa HàNội > - > 132.944.068.049,Công ty Cổ phầnSản xuất Thiết bịĐiện Đông Anh > - > 166.685.653.795,Công ty Thibidi > 32.629.220.995 > -,Tổng cộng > 640.751.752.934 > 803.633.920.494,numeric__Công ty Sotrans(Trình bày lại) > 506.460.632.541 > -,numeric__Công ty PhúThanh Mỹ > 70.494.847.878 > -,numeric__Công ty K.I.PViệt Nam > 5.942.330.107 > -,numeric__Công ty Vihem > 25.224.721.413 > -,numeric__Công tyViwasupco > - > 504.004.198.650,numeric__Công ty Nhựa HàNội > - > 132.944.068.049,numeric__Công ty Cổ phầnSản xuất Thiết bịĐiện Đông Anh > - > 166.685.653.795,numeric__Công ty Thibidi > 32.629.220.995 > -,numeric__Tổng cộng > 640.751.752.934 > 803.633.920.494
Giảm do thoái vốn ở công ty con,Giảm do thoái vốn ở công ty con,Giảm do thoái vốn ở công ty con,-,-,(5.942.330.107),-,-,(132.944.068.049),-,-,(138.886.398.156),,,-5942330107.0,,,-132944068049.0,,,-138886398156.0
Số cuối năm,Số cuối năm,Số cuối năm,506.460.632.541,70.494.847.878,-,25.224.721.413,504.004.198.650,-,166.685.653.795,32.629.220.995,1.305.499.275.272,506460632541.0,70494847878.0,,25224721413.0,504004198650.0,,166685653795.0,32629220995.0,1305499275272.0
Phân bổ lũy kế:Số đầu năm,Phân bổ lũy kế:Số đầu năm,Phân bổ lũy kế:Số đầu năm,(37.984.547.441),(5.874.570.657),(346.635.923),(1.261.236.070),-,-,-,(3.262.922.100),(48.729.912.191),-37984547441.0,-5874570657.0,-346635923.0,-1261236070.0,,,,-3262922100.0,-48729912191.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(50.646.063.254),(7.049.484.788),(297.116.505),(2.522.472.142),(37.800.314.899),(6.167.127.601),-,(3.262.922.100),(107.745.501.289),-50646063254.0,-7049484788.0,-297116505.0,-2522472142.0,-37800314899.0,-6167127601.0,,-3262922100.0,-107745501289.0
Giảm do thoái vốn ở công ty con,Giảm do thoái vốn ở công ty con,Giảm do thoái vốn ở công ty con,-,-,643.752.428,-,-,6.167.127.601,-,-,6.810.880.029,,,643752428.0,,,6167127601.0,,,6810880029.0
Số cuối năm,Số cuối năm,Số cuối năm,(88.630.610.695),(12.924.055.445),-,(3.783.708.212),(37.800.314.899),-,-,(6.525.844.200),(149.664.533.451),-88630610695.0,-12924055445.0,,-3783708212.0,-37800314899.0,,,-6525844200.0,-149664533451.0
Giá trị còn lại:Số đầu năm(Trình bày lại),Giá trị còn lại:Số đầu năm(Trình bày lại),Giá trị còn lại:Số đầu năm(Trình bày lại),468.476.085.100,64.620.277.221,5.595.694.184,23.963.485.343,-,-,-,29.366.298.895,592.021.840.743,468476085100.0,64620277221.0,5595694184.0,23963485343.0,,,,29366298895.0,592021840743.0
Số cuối năm,Số cuối năm,Số cuối năm,417.830.021.846,57.570.792.433,-,21.441.013.201,466.203.883.751,-,166.685.653.795,26.103.376.795,1.155.834.741.821,417830021846.0,57570792433.0,,21441013201.0,466203883751.0,,166685653795.0,26103376795.0,1155834741821.0
