row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,col_3,Năm nay,Năm trước (Trình bày lại),numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__col_3,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,,,
01,01,01,Tổng lợi nhuận trước thuế Điều chỉnh cho các khoản:,,1.533.073.306.647,,1.144.620.299.446,,,1533073306647.0,,1144620299446.0
02,02,02,Khấu hao tài sản cố định hữu hình và bất động sản đầu tư và hao mòn tài sản cố định vô hình (bao gồm phân bổ lợi thế thương mại),,495.974.869.059(73.790.784.320),,317.791.856.3985.971.972.873,,,,,3.177918563985972e+21
03,03,03,Các khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,(2.247.274.550)(730.939.833.678),,2.279.804.188(251.002.671.814),,,,,
04,03 > 04,04,Các khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,447.395.281.623,,367.135.076.972,,,447395281623.0,,367135076972.0
05,05,05,Lãi từ hoạt động đầu tư,,,,,,,,,
06,05 > 06,06,Chi phí lãi vay,25,,,,,25.0,,,
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng)/giảm các khoản phải thu,,1.669.465.564.781(600.507.604.650)(206.537.181.645),,1.586.796.338.063320.297.235.539(180.152.992.826)(118.205.565.418)(125.150.325.840),,,,,
09,08 > 09,09,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng)/giảm các khoản phải thu,,903.882.950.960(19.596.937.459),,(709.958.990.922),,,,,-709958990922.0
10,08 > 10,10,Tăng hàng tồn kho,,(477.578.621.262),,(380.604.353.835),,,-477578621262.0,,-380604353835.0
11,08 > 11,11,Tăng/(giảm) các khoản phải trả,,(441.009.473.921),,,,,-441009473921.0,,
12,12,12,Tăng chi phí trả trước,,,,,,,,,
13,13,13,Tăng chứng khoán kinh doanh,,,,,,,,,
14,14,14,Tiền lãi vay đã trả,,,,,,,,,
15,14 > 15,15,Thuế thu nhập doanh nghiệp đã nộp,19,(227.314.019.974),,(333.737.726.193),,19.0,-227314019974.0,,-333737726193.0
16,14 > 16,16,Tiền thu khác từ hoạt động kinh doanh,,3.890.182.053,,9.950.087.949,,,3890182053.0,,9950087949.0
17,14 > 17,17,Tiền chi khác cho hoạt động kinh doanh,,(111.298.668.651),,(99.747.083.044),,,-111298668651.0,,-99747083044.0
20,14 > 20,20,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,,493.396.190.232,,(30.513.376.527),,,493396190232.0,,-30513376527.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,,,
21,14 > 21,21,"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(1.062.085.278.353),,(321.461.088.860),,,-1062085278353.0,,-321461088860.0
22,14 > 22,22,"Tiền thu do thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,52.667.963.477,,21.847.792.178,,,52667963477.0,,21847792178.0
23,14 > 23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(731.227.914.280),,(1.887.969.401.933),,,-731227914280.0,,-1887969401933.0
24,14 > 24,24,"Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",,1.213.786.006.950,,515.179.880.069,,,1213786006950.0,,515179880069.0
25,14 > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(3.140.584.846.191),,(1.855.039.412.447),,,-3140584846191.0,,-1855039412447.0
26,14 > 26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,2.057.517.133.635,,860.580.707.486,,,2057517133635.0,,860580707486.0
27,14 > 27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,241.389.118.202,,206.924.162.788,,,241389118202.0,,206924162788.0
30,14 > 30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(1.368.537.816.560),,(2.459.937.360.719),,,-1368537816560.0,,-2459937360719.0
