row_label_raw,row_label_full,Bên cho vay > Công ty Cổ phần Chứng khoán Bản Việt - Chi nhánh Hà Nội > Công ty Cổ phần Chứng khoán Bảo Việt > Cán bộ công nhân viên Công ty Cổ phần Thiết bị Điện Đông Anh > Cán bộ công nhân viên Công ty Cổ phần Chế tạo Máy điện Việt Nam - Hungari,Số cuối năm (VND) > 60.590.750.000 > 47.866.692.500 > 14.450.000.000 > 7.005.714.000,"Kỳ hạn trả gốc và lãi > Kỳ hạn vay 60 ngày. Lãi trả khi đáo hạn ngày 22 tháng 2 năm 2019, nợ gốc được gia hạn thêm 60 ngày sau khi trả lãi > Kỳ hạn vay 3 tháng. Lãi trả cùng với gốc vay khi đáo hạn ngày 25 tháng 3 năm 2019 > Kỳ hạn vay 12 tháng. Lãi vay trả hàng tháng. Khế ước cuối cùng đáo hạn ngày 21 tháng 11 năm 2019 > Kỳ hạn vay từ 3 đến 12 tháng. Lãi trả cùng với gốc vay khi đáo hạn ngày 28 tháng 6 năm 2019","Lãi suất (%/năm) > 13,3% > 11,7% > 6,8% > 5% - 10,5%",Hình thức đảm bảo > 1.000.000 cổ phiếu CAV mua từ khoản vay > 790.000 cổ phiếu CAV mua từ khoản vay > Tín chấp,numeric__Số cuối năm (VND) > 60.590.750.000 > 47.866.692.500 > 14.450.000.000 > 7.005.714.000,"numeric__Kỳ hạn trả gốc và lãi > Kỳ hạn vay 60 ngày. Lãi trả khi đáo hạn ngày 22 tháng 2 năm 2019, nợ gốc được gia hạn thêm 60 ngày sau khi trả lãi > Kỳ hạn vay 3 tháng. Lãi trả cùng với gốc vay khi đáo hạn ngày 25 tháng 3 năm 2019 > Kỳ hạn vay 12 tháng. Lãi vay trả hàng tháng. Khế ước cuối cùng đáo hạn ngày 21 tháng 11 năm 2019 > Kỳ hạn vay từ 3 đến 12 tháng. Lãi trả cùng với gốc vay khi đáo hạn ngày 28 tháng 6 năm 2019","numeric__Lãi suất (%/năm) > 13,3% > 11,7% > 6,8% > 5% - 10,5%",numeric__Hình thức đảm bảo > 1.000.000 cổ phiếu CAV mua từ khoản vay > 790.000 cổ phiếu CAV mua từ khoản vay > Tín chấp
Cán bộ công nhân viên Công ty Cổ phần Chế tạo Điện cơ Hà Nội,Cán bộ công nhân viên Công ty Cổ phần Chế tạo Điện cơ Hà Nội,Cán bộ công nhân viên Công ty Cổ phần Chế tạo Điện cơ Hà Nội,6.804.823.000,Thanh toán khi có yêu cầu,"5,5%",Tín chấp,6804823000.0,,0.055,
Công đoàn Công ty Cổ phần Chế tạo Điện cơ Hà Nội,Công đoàn Công ty Cổ phần Chế tạo Điện cơ Hà Nội,Công đoàn Công ty Cổ phần Chế tạo Điện cơ Hà Nội,480.000.000,Thanh toán khi có yêu cầu,"5,5%",Tín chấp,480000000.0,,0.055,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,137.197.979.500,,,,137197979500.0,,,
