row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,23.1,13.828.715.331.881,12.094.756.795.679,,231.0,13828715331881.0,12094756795679.0
02,02,02,2. Các khoản giảm trừ doanh thu,23.1,(129.585.819.594),(110.615.725.882),,231.0,-129585819594.0,-110615725882.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,23.1,13.699.129.512.287,11.984.141.069.797,,231.0,13699129512287.0,11984141069797.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,24,(11.483.443.422.289),(9.997.817.551.567),,24.0,-11483443422289.0,-9997817551567.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,2.215.686.089.998,1.986.323.518.230,,,2215686089998.0,1986323518230.0
21,21,21,6. Doanh thu hoạt động tài chính,23.2,756.601.575.240,321.755.959.053,,232.0,756601575240.0,321755959053.0
22,22,22,7. Chi phí tài chính,25,(542.466.344.992),(435.264.930.396),,25.0,-542466344992.0,-435264930396.0
23,23,23,Trong đó: Chi phí lãi vay,,(447.395.281.623),(367.135.076.972),,,-447395281623.0,-367135076972.0
24,24,24,8. Phần lãi trong công ty liên kết,,51.627.035.708,21.762.126.462,,,51627035708.0,21762126462.0
25,25,25,9. Chi phí bán hàng,26,(347.473.303.870),(261.312.019.780),,26.0,-347473303870.0,-261312019780.0
26,26,26,10. Chi phí quản lý doanh nghiệp,26,(643.744.982.432),(528.718.560.765),,26.0,-643744982432.0,-528718560765.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,1.490.230.069.652,1.104.546.092.804,,,1490230069652.0,1104546092804.0
31,31,31,12. Thu nhập khác,,56.557.890.328,48.225.613.845,,,56557890328.0,48225613845.0
32,32,32,13. Chi phí khác,,(13.714.653.333),(8.151.407.203),,,-13714653333.0,-8151407203.0
40,40,40,14. Lợi nhuận khác,,42.843.236.995,40.074.206.642,,,42843236995.0,40074206642.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,1.533.073.306.647,1.144.620.299.446,,,1533073306647.0,1144620299446.0
51,51,51,16. Chi phí thuế TNDN hiện hành,28.1,(260.360.179.854),(346.887.119.179),,281.0,-260360179854.0,-346887119179.0
52,52,52,17. Thu nhập thuế TNDN hoãn lại,28.3,10.770.230.430,108.369.094.148,,283.0,10770230430.0,108369094148.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,1.283.483.357.223,906.102.274.415,,,1283483357223.0,906102274415.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,942.442.353.541,637.281.217.514,,,942442353541.0,637281217514.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,22.1,341.041.003.682,268.821.056.901,,221.0,341041003682.0,268821056901.0
