row_label_raw,row_label_full,Số đầu năm,Đơn vị tính: VND > Năm nay > 14.670.733.782,Đơn vị tính: VND > Năm trước > 5.999.727.151,numeric__Đơn vị tính: VND > Năm nay > 14.670.733.782,numeric__Đơn vị tính: VND > Năm trước > 5.999.727.151
Tăng do hợp nhất kinh doanh,Tăng do hợp nhất kinh doanh,Tăng do hợp nhất kinh doanh,2.459.683.954,-,2459683954.0,
Cộng: Dự phòng trích lập trong năm,Cộng: Dự phòng trích lập trong năm,Cộng: Dự phòng trích lập trong năm,21.436.052.956,10.860.813.764,21436052956.0,10860813764.0
Trừ: Sử dụng và hoàn nhập dự phòng trong năm,Trừ: Sử dụng và hoàn nhập dự phòng trong năm,Trừ: Sử dụng và hoàn nhập dự phòng trong năm,(17.467.548.081),(2.189.807.133),-17467548081.0,-2189807133.0
Số cuối năm,Số cuối năm,Số cuối năm,21.098.922.611,14.670.733.782,21098922611.0,14670733782.0
