row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,9.142.484.787.442,6.313.207.934.674,,,9142484787442.0,6313207934674.0
210,210,210,I. Các khoản phải thu dài hạn,,21.248.160.790,79.226.298.470,,,21248160790.0,79226298470.0
211,211,211,1. Phải thu dài hạn của khách hàng,7,6.740.871.000,75.339.914.100,,7.0,6740871000.0,75339914100.0
212,212,212,2. Trả trước cho người bán dài hạn,,-,917.100.000,,,,917100000.0
216,216,216,3. Phải thu dài hạn khác,,14.507.289.790,2.969.284.370,,,14507289790.0,2969284370.0
220,220,220,II. Tài sản cố định,,4.475.031.456.984,3.043.665.083.104,,,4475031456984.0,3043665083104.0
221,221,221,1. Tài sản cố định hữu hình,11,3.957.253.210.510,2.880.913.600.506,,11.0,3957253210510.0,2880913600506.0
222,222,222,Nguyên giá,,7.308.172.013.214,5.058.980.927.810,,,7308172013214.0,5058980927810.0
223,223,223,Giá trị khấu hao lũy kế,,(3.350.918.802.704),(2.178.067.327.304),,,-3350918802704.0,-2178067327304.0
227,227,227,2. Tài sản cố định vô hình,12,517.778.246.474,162.751.482.598,,12.0,517778246474.0,162751482598.0
228,228,228,Nguyên giá,,545.954.631.609,179.420.477.939,,,545954631609.0,179420477939.0
229,229,229,Giá trị hao mòn lũy kế,,(28.176.385.135),(16.668.995.341),,,-28176385135.0,-16668995341.0
230,230,230,III. Bất động sản đầu tư,13,232.999.531.823,218.930.439.828,,13.0,232999531823.0,218930439828.0
231,231,231,1. Nguyên giá,,281.417.151.884,249.527.882.070,,,281417151884.0,249527882070.0
232,232,232,2. Giá trị khấu hao lũy kế,,(48.417.620.061),(30.597.442.242),,,-48417620061.0,-30597442242.0
240,240,240,IV. Tài sản dở dang dài hạn,14,1.040.166.644.660,265.956.309.343,,14.0,1040166644660.0,265956309343.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,1.040.166.644.660,265.956.309.343,,,1040166644660.0,265956309343.0
250,250,250,V. Đầu tư tài chính dài hạn,15,1.738.906.286.546,1.672.377.287.976,,15.0,1738906286546.0,1672377287976.0
252,252,252,1. Đầu tư vào công ty liên kết,,1.552.461.933.298,1.207.984.753.588,,,1552461933298.0,1207984753588.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,7.229.751.878,95.417.309.831,,,7229751878.0,95417309831.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,,-,(1.222.933.776),,,,-1222933776.0
255,255,255,4. Đầu tư nằm giữ đến ngày đáo hạn,,179.214.601.370,370.198.158.333,,,179214601370.0,370198158333.0
260,260,260,VI. Tài sản dài hạn khác,,1.634.132.706.639,1.033.052.515.953,,,1634132706639.0,1033052515953.0
261,261,261,1. Chi phí trả trước dài hạn,16,462.369.597.625,428.834.930.386,,16.0,462369597625.0,428834930386.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,28.3,15.928.367.193,11.592.718.157,,283.0,15928367193.0,11592718157.0
263,263,263,"3. Thiết bị vật tư, phụ tùng thay thế dài hạn",,-,603.026.667,,,,603026667.0
269,269,269,4. Lợi thế thương mại,17,1.155.834.741.821,592.021.840.743,,17.0,1155834741821.0,592021840743.0
270,270,270,TỔNG CỘNG TÀI SẢN,,17.246.488.172.330,13.760.785.982.692,,,17246488172330.0,13760785982692.0
