row_label_raw,row_label_full,col_0,31/12/2016 > Giá trịVND,31/12/2016 > Số có khả năng trả nợVND,01/04/2016 > Giá trịVND,01/04/2016 > Số có khả năng trả nợVND,numeric__31/12/2016 > Giá trịVND,numeric__31/12/2016 > Số có khả năng trả nợVND,numeric__01/04/2016 > Giá trịVND,numeric__01/04/2016 > Số có khả năng trả nợVND
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,1.021.692.186.338,1.021.692.186.338,860.764.370.102,860.764.370.102,1021692186338.0,1021692186338.0,860764370102.0,860764370102.0
- NEW ASIA WAVEINTERNATIONAL Pte.Ltd,- NEW ASIA WAVEINTERNATIONAL Pte.Ltd,- NEW ASIA WAVEINTERNATIONAL Pte.Ltd,199.087.892.002,199.087.892.002,157.089.315.283,157.089.315.283,199087892002.0,199087892002.0,157089315283.0,157089315283.0
"- LD TAISEI-VINACONEX-TCGói Thầu Số 10A,Dự Án XâyDụng Nhà ga Hành Khách T2Cảng HK QT Nội Bài - Hà Nội","- LD TAISEI-VINACONEX-TCGói Thầu Số 10A,Dự Án XâyDụng Nhà ga Hành Khách T2Cảng HK QT Nội Bài - Hà Nội","- LD TAISEI-VINACONEX-TCGói Thầu Số 10A,Dự Án XâyDụng Nhà ga Hành Khách T2Cảng HK QT Nội Bài - Hà Nội",118.417.732.992,118.417.732.992,119.626.915.973,119.626.915.973,118417732992.0,118417732992.0,119626915973.0,119626915973.0
- IPP GROUP(S) PTE LTD,- IPP GROUP(S) PTE LTD,- IPP GROUP(S) PTE LTD,73.372.173.682,73.372.173.682,54.725.635.058,54.725.635.058,73372173682.0,73372173682.0,54725635058.0,54725635058.0
- Công ty Cổ phần Xây dựng vàKinh doanh địa ốc Hòa bình,- Công ty Cổ phần Xây dựng vàKinh doanh địa ốc Hòa bình,- Công ty Cổ phần Xây dựng vàKinh doanh địa ốc Hòa bình,45.756.314.554,45.756.314.554,-,-,45756314554.0,45756314554.0,,
- Công ty Cổ phần Thiết bị vàCông nghệ VTG,- Công ty Cổ phần Thiết bị vàCông nghệ VTG,- Công ty Cổ phần Thiết bị vàCông nghệ VTG,24.884.046.508,24.884.046.508,-,-,24884046508.0,24884046508.0,,
- Công ty TNHH Thương MạiDuy Anh,- Công ty TNHH Thương MạiDuy Anh,- Công ty TNHH Thương MạiDuy Anh,23.742.531.718,23.742.531.718,25.939.479.661,25.939.479.661,23742531718.0,23742531718.0,25939479661.0,25939479661.0
- Công ty Cổ phần Tập đoànQuốc tế Đông Á,- Công ty Cổ phần Tập đoànQuốc tế Đông Á,- Công ty Cổ phần Tập đoànQuốc tế Đông Á,18.388.125.646,18.388.125.646,-,-,18388125646.0,18388125646.0,,
- Tổng Công ty Xây dựng Côngtrình Giao thông 8 - CTCP,- Tổng Công ty Xây dựng Côngtrình Giao thông 8 - CTCP,- Tổng Công ty Xây dựng Côngtrình Giao thông 8 - CTCP,18.319.593.454,18.319.593.454,-,-,18319593454.0,18319593454.0,,
- Công ty Cổ phần Xuất nhậpkhẩu Hàng không,- Công ty Cổ phần Xuất nhậpkhẩu Hàng không,- Công ty Cổ phần Xuất nhậpkhẩu Hàng không,15.997.661.900,15.997.661.900,56.955.678,56.955.678,15997661900.0,15997661900.0,56955678.0,56955678.0
- Công ty TNHH AutoGrill VFSF&B,- Công ty TNHH AutoGrill VFSF&B,- Công ty TNHH AutoGrill VFSF&B,15.554.587.004,15.554.587.004,31.314.621.120,31.314.621.120,15554587004.0,15554587004.0,31314621120.0,31314621120.0
- JRP INTERNATIONAL PTELTD - SINGAPORE,- JRP INTERNATIONAL PTELTD - SINGAPORE,- JRP INTERNATIONAL PTELTD - SINGAPORE,14.659.466.205,14.659.466.205,14.659.466.205,14.659.466.205,14659466205.0,14659466205.0,14659466205.0,14659466205.0
- Công ty TNHH Dịch Vụ KỹThuật và Thương Mại Hàn Việt,- Công ty TNHH Dịch Vụ KỹThuật và Thương Mại Hàn Việt,- Công ty TNHH Dịch Vụ KỹThuật và Thương Mại Hàn Việt,13.208.800.000,13.208.800.000,-,-,13208800000.0,13208800000.0,,
- Công ty Cổ phần đầu tư xây lắpđầu khí IMICO,- Công ty Cổ phần đầu tư xây lắpđầu khí IMICO,- Công ty Cổ phần đầu tư xây lắpđầu khí IMICO,12.285.082.848,12.285.082.848,-,-,12285082848.0,12285082848.0,,
- Tổng Công ty Cổ phần SôngHồng,- Tổng Công ty Cổ phần SôngHồng,- Tổng Công ty Cổ phần SôngHồng,12.214.193.422,12.214.193.422,12.214.193.422,12.214.193.422,12214193422.0,12214193422.0,12214193422.0,12214193422.0
- Công ty Cổ phần công nghiệpChâu Á,- Công ty Cổ phần công nghiệpChâu Á,- Công ty Cổ phần công nghiệpChâu Á,9.660.566.298,9.660.566.298,2.762.039.758,2.762.039.758,9660566298.0,9660566298.0,2762039758.0,2762039758.0
- Công ty Cổ phần cầu 12-CIENCO1,- Công ty Cổ phần cầu 12-CIENCO1,- Công ty Cổ phần cầu 12-CIENCO1,9.635.850.218,9.635.850.218,-,-,9635850218.0,9635850218.0,,
