row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2016 VND,01/04/2016 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2016 VND,numeric__01/04/2016 VND
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,10,16.435.848.139,109.367.106.765,151.0,10.0,16435848139.0,109367106765.0
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,152,18,219.523.173.437,256.795.077.289,152.0,18.0,219523173437.0,256795077289.0
Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,18,104.087.612.152,21.198.292.498,153.0,18.0,104087612152.0,21198292498.0
TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,200,,24.924.409.914.155,26.086.449.734.548,200.0,,24924409914155.0,26086449734548.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,6.080.000.000,65.000.000,210.0,,6080000000.0,65000000.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,8,6.080.000.000,65.000.000,216.0,8.0,6080000000.0,65000000.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,21.419.445.054.246,22.193.212.459.265,220.0,,21419445054246.0,22193212459265.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,12,21.415.803.855.114,22.185.294.217.903,221.0,12.0,21415803855114.0,22185294217903.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,35.385.006.229.478,32.749.195.043.545,222.0,,35385006229478.0,32749195043545.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(13.969.202.374.364),(10.563.900.825.642),223.0,,-13969202374364.0,-10563900825642.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,13,3.641.199.132,7.918.241.362,227.0,13.0,3641199132.0,7918241362.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,14.520.806.561,21.314.244.234,228.0,,14520806561.0,21314244234.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(10.879.607.429),(13.396.002.872),229.0,,-10879607429.0,-13396002872.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,14,700.748.493.413,1.159.830.590.255,240.0,14.0,700748493413.0,1159830590255.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,,700.748.493.413,1.159.830.590.255,242.0,,700748493413.0,1159830590255.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,16,2.523.673.227.220,2.537.361.294.575,250.0,16.0,2523673227220.0,2537361294575.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,251,,1.682.973.000.000,2.267.839.016.655,251.0,,1682973000000.0,2267839016655.0
"Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",252,,642.992.463.558,132.454.514.258,252.0,,642992463558.0,132454514258.0
Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,253,,199.007.763.662,137.067.763.662,253.0,,199007763662.0,137067763662.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,,(1.300.000.000),-,254.0,,-1300000000.0,
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,274.463.139.276,195.980.390.453,260.0,,274463139276.0,195980390453.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,10,57.498.919.072,66.493.428.152,261.0,10.0,57498919072.0,66493428152.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,15,216.964.220.204,129.486.962.301,262.0,15.0,216964220204.0,129486962301.0
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,45.183.082.361.340,45.284.758.481.389,270.0,,45183082361340.0,45284758481389.0
