row_label_raw,row_label_full,col_0,Nhà cửa vật kiến trúc VND,Máy móc thiết bị VND,"Phương tiện vận tải, truyền dẫn VND",Thiết bị dụng cụ quản lý VND,Cộng VND,numeric__Nhà cửa vật kiến trúc VND,numeric__Máy móc thiết bị VND,"numeric__Phương tiện vận tải, truyền dẫn VND",numeric__Thiết bị dụng cụ quản lý VND,numeric__Cộng VND
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,,,
01/04/2016,NGUYÊN GIÁ > 01/04/2016,01/04/2016,19.817.542.134.832,11.356.345.065.244,1.481.077.632.221,94.230.211.248,32.749.195.043.545,19817542134832.0,11356345065244.0,1481077632221.0,94230211248.0,32749195043545.0
- Mua trong kỳ,NGUYÊN GIÁ > - Mua trong kỳ,- Mua trong kỳ,-,522.015.231.507,135.652.478.215,862.841.363,658.530.551.085,,522015231507.0,135652478215.0,862841363.0,658530551085.0
- Đầu tư xây dựng cơ bản hoàn thành,NGUYÊN GIÁ > - Đầu tư xây dựng cơ bản hoàn thành,- Đầu tư xây dựng cơ bản hoàn thành,1.981.688.837.275,-,-,-,1.981.688.837.275,1981688837275.0,,,,1981688837275.0
- Tăng/giảm do phân loại lại TSCĐ,NGUYÊN GIÁ > - Tăng/giảm do phân loại lại TSCĐ,- Tăng/giảm do phân loại lại TSCĐ,1.699.211.599,2.185.488.274,-,(3.884.699.873),-,1699211599.0,2185488274.0,,-3884699873.0,
"- Giảm do thanh lý, chuyển nhượng, thu hồi đất, phá dỡ, thay thế","NGUYÊN GIÁ > - Giảm do thanh lý, chuyển nhượng, thu hồi đất, phá dỡ, thay thế","- Giảm do thanh lý, chuyển nhượng, thu hồi đất, phá dỡ, thay thế",(1.790.801.391),(2.274.917.119),-,(342.483.917),(4.408.202.427),-1790801391.0,-2274917119.0,,-342483917.0,-4408202427.0
31/12/2016,NGUYÊN GIÁ > 31/12/2016,31/12/2016,21.799.139.382.315,11.878.270.867.906,1.616.730.110.436,90.865.868.821,35.385.006.229.478,21799139382315.0,11878270867906.0,1616730110436.0,90865868821.0,35385006229478.0
HAO MÒN LỦY KẾ,HAO MÒN LỦY KẾ,HAO MÒN LỦY KẾ,HAO MÒN LỦY KẾ,HAO MÒN LỦY KẾ,HAO MÒN LỦY KẾ,HAO MÒN LỦY KẾ,HAO MÒN LỦY KẾ,,,,,
01/04/2016,HAO MÒN LỦY KẾ > 01/04/2016,01/04/2016,(5.254.019.201.776),(4.534.320.016.741),(712.650.619.808),(62.910.987.317),(10.563.900.825.642),-5254019201776.0,-4534320016741.0,-712650619808.0,-62910987317.0,-10563900825642.0
- Khấu hao trong kỳ,HAO MÒN LỦY KẾ > - Khấu hao trong kỳ,- Khấu hao trong kỳ,(1.499.693.536.535),(1.705.452.774.020),(190.264.692.000),(13.624.737.212),(3.409.035.739.767),-1499693536535.0,-1705452774020.0,-190264692000.0,-13624737212.0,-3409035739767.0
- Tăng/giảm do phân loại lại TSCĐ,HAO MÒN LỦY KẾ > - Tăng/giảm do phân loại lại TSCĐ,- Tăng/giảm do phân loại lại TSCĐ,(1.095.544.324),(2.128.192.457),44.856.883,3.178.879.898,-,-1095544324.0,-2128192457.0,44856883.0,3178879898.0,
"- Giảm do thanh lý, chuyển nhượng, thu hồi đất, phá dỡ, thay thế","HAO MÒN LỦY KẾ > - Giảm do thanh lý, chuyển nhượng, thu hồi đất, phá dỡ, thay thế","- Giảm do thanh lý, chuyển nhượng, thu hồi đất, phá dỡ, thay thế",1.402.385.047,2.041.198.796,-,290.607.202,3.734.191.045,1402385047.0,2041198796.0,,290607202.0,3734191045.0
31/12/2016,HAO MÒN LỦY KẾ > 31/12/2016,31/12/2016,(6.753.405.897.588),(6.239.859.784.422),(902.870.454.925),(73.066.237.429),(13.969.202.374.364),-6753405897588.0,-6239859784422.0,-902870454925.0,-73066237429.0,-13969202374364.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,,,
01/04/2016,GIÁ TRỊ CÒN LẠI > 01/04/2016,01/04/2016,14.563.522.933.056,6.822.025.048.503,768.427.012.413,31.319.223.931,22.185.294.217.903,14563522933056.0,6822025048503.0,768427012413.0,31319223931.0,22185294217903.0
31/12/2016,GIÁ TRỊ CÒN LẠI > 31/12/2016,31/12/2016,15.045.733.484.727,5.638.411.083.484,713.859.655.511,17.799.631.392,21.415.803.855.114,15045733484727.0,5638411083484.0,713859655511.0,17799631392.0,21415803855114.0
