row_label_raw,row_label_full,Công ty Cổ phần Phục vụ mặt đất Sài Gòn,10.800.034.875,-,numeric__10.800.034.875,numeric__-
Công ty Cổ phần Dịch vụ Hàng không Sân bay,Công ty Cổ phần Dịch vụ Hàng không Sân bay,Công ty Cổ phần Dịch vụ Hàng không Sân bay,25.149.375.000,956.881.116.559,25149375000.0,956881116559.0
Tân Sơn Nhất,Tân Sơn Nhất,Tân Sơn Nhất,,,,
Công ty Cổ phần Phục vụ mặt đất Hà Nội,Tân Sơn Nhất > Công ty Cổ phần Phục vụ mặt đất Hà Nội,Công ty Cổ phần Phục vụ mặt đất Hà Nội,3.375.000.000,11.898.658.933,3375000000.0,11898658933.0
Công ty Cổ phần Thương mại Hàng không Miền Nam,Tân Sơn Nhất > Công ty Cổ phần Thương mại Hàng không Miền Nam,Công ty Cổ phần Thương mại Hàng không Miền Nam,-,387.566.810,,387566810.0
Công ty Cổ phần Dịch vụ Nhiên liệu Hàng không,Tân Sơn Nhất > Công ty Cổ phần Dịch vụ Nhiên liệu Hàng không,Công ty Cổ phần Dịch vụ Nhiên liệu Hàng không,-,2.880.418.655,,2880418655.0
Công ty TNHH Bảo dưỡng Máy bay Cảng hàng không Miền Nam,Tân Sơn Nhất > Công ty TNHH Bảo dưỡng Máy bay Cảng hàng không Miền Nam,Công ty TNHH Bảo dưỡng Máy bay Cảng hàng không Miền Nam,-,5.035.982.845,,5035982845.0
Công ty Cổ phần Dịch vụ Hàng hóa Hàng không Việt Nam,Tân Sơn Nhất > Công ty Cổ phần Dịch vụ Hàng hóa Hàng không Việt Nam,Công ty Cổ phần Dịch vụ Hàng hóa Hàng không Việt Nam,11.250.000.000,16.847.637.810,11250000000.0,16847637810.0
,,,50.574.409.875,993.931.381.612,50574409875.0,993931381612.0
