row_label_raw,row_label_full,col_0,Từ 01/04/2016đến 31/12/2016VND,Từ 01/01/2016đến 31/03/2016VND,numeric__Từ 01/04/2016đến 31/12/2016VND,numeric__Từ 01/01/2016đến 31/03/2016VND
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí nhân viên bán hàng,Chi phí bán hàng > Chi phí nhân viên bán hàng,Chi phí nhân viên bán hàng,67.569.964.492,18.755.511.556,67569964492.0,18755511556.0
"Chi phí vật liệu, bao bì bán hàng","Chi phí bán hàng > Chi phí vật liệu, bao bì bán hàng","Chi phí vật liệu, bao bì bán hàng",530.942.695,155.687.415,530942695.0,155687415.0
"Chi phí công cụ, đồ dùng văn phòng","Chi phí bán hàng > Chi phí công cụ, đồ dùng văn phòng","Chi phí công cụ, đồ dùng văn phòng",1.201.056.342,30.442.456,1201056342.0,30442456.0
Chi phí dịch vụ mua ngoài,Chi phí bán hàng > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,14.958.592.246,6.673.641.706,14958592246.0,6673641706.0
Chi phí khấu hao tài sản cố định,Chi phí bán hàng > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,3.017.693.778,-,3017693778.0,
Chi phí điều hành và thương quyền hợp tác kinh doanh,Chi phí bán hàng > Chi phí điều hành và thương quyền hợp tác kinh doanh,Chi phí điều hành và thương quyền hợp tác kinh doanh,80.790.374.339,20.786.598.488,80790374339.0,20786598488.0
"Chi phí điện, nước, thông tin liên lạc","Chi phí bán hàng > Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc",1.438.129.983,-,1438129983.0,
Chi phí công tác phí,Chi phí bán hàng > Chi phí công tác phí,Chi phí công tác phí,21.997.635,-,21997635.0,
Chi phí sửa chữa tài sản,Chi phí bán hàng > Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,937.453.867,-,937453867.0,
Chi phí khác bằng tiền,Chi phí bán hàng > Chi phí khác bằng tiền,Chi phí khác bằng tiền,8.484.304.555,1.217.930.213,8484304555.0,1217930213.0
,,,178.950.509.932,47.619.811.834,178950509932.0,47619811834.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí nhân viên quản lý,Chi phí quản lý doanh nghiệp > Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,366.140.716.990,143.199.315.571,366140716990.0,143199315571.0
"Chi phí vật liệu, đồ dùng văn phòng","Chi phí quản lý doanh nghiệp > Chi phí vật liệu, đồ dùng văn phòng","Chi phí vật liệu, đồ dùng văn phòng",52.835.336.053,3.456.460.906,52835336053.0,3456460906.0
Chi phí khấu hao tài sản cố định,Chi phí quản lý doanh nghiệp > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,53.824.268.530,8.753.244.769,53824268530.0,8753244769.0
"Thuế, phí, lệ phí","Chi phí quản lý doanh nghiệp > Thuế, phí, lệ phí","Thuế, phí, lệ phí",47.700.450.006,19.243.353.423,47700450006.0,19243353423.0
Chi phí sửa chữa tài sản,Chi phí quản lý doanh nghiệp > Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,5.860.544.154,1.080.162.646,5860544154.0,1080162646.0
"Chi phí bảo hiểm hàng không, phi hàng không","Chi phí quản lý doanh nghiệp > Chi phí bảo hiểm hàng không, phi hàng không","Chi phí bảo hiểm hàng không, phi hàng không",10.302.646.523,4.978.849.812,10302646523.0,4978849812.0
"Chi phí điện, nước, thông tin liên lạc","Chi phí quản lý doanh nghiệp > Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc",8.649.137.217,2.690.562.068,8649137217.0,2690562068.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,10.107.119.565,5.421.145.441,10107119565.0,5421145441.0
"Chi hoa hồng, môi giới","Chi phí quản lý doanh nghiệp > Chi hoa hồng, môi giới","Chi hoa hồng, môi giới",-,13.936.227.910,,13936227910.0
Chi phí phúc lợi cho người lao động,Chi phí quản lý doanh nghiệp > Chi phí phúc lợi cho người lao động,Chi phí phúc lợi cho người lao động,32.098.952.340,10.767.690.848,32098952340.0,10767690848.0
Chi phí công tác phí,Chi phí quản lý doanh nghiệp > Chi phí công tác phí,Chi phí công tác phí,15.801.297.312,5.792.537.930,15801297312.0,5792537930.0
Chi phí khác bằng tiền,Chi phí quản lý doanh nghiệp > Chi phí khác bằng tiền,Chi phí khác bằng tiền,90.286.091.951,20.785.233.805,90286091951.0,20785233805.0
Trích lập dự phòng phải thu khó đòi,Chi phí quản lý doanh nghiệp > Trích lập dự phòng phải thu khó đòi,Trích lập dự phòng phải thu khó đòi,30.875.985.509,-,30875985509.0,
,,,724.482.546.150,240.362.751.629,724482546150.0,240362751629.0
