row_label_raw,row_label_full,col_0,31/12/2016,01/04/2016,numeric__31/12/2016,numeric__01/04/2016
Ngoại tệ các loại,Ngoại tệ các loại,Ngoại tệ các loại,Ngoại tệ các loại,Ngoại tệ các loại,,
- Đô la Mỹ (USD),Ngoại tệ các loại > - Đô la Mỹ (USD),- Đô la Mỹ (USD),"49.313.232,17","22.248.509,07",49313232.17,22248509.07
- Euro (EUR),Ngoại tệ các loại > - Euro (EUR),- Euro (EUR),"442,78","450,79",442.78,450.79
Nợ khó đòi đã xử lý (VND),Ngoại tệ các loại > Nợ khó đòi đã xử lý (VND),Nợ khó đòi đã xử lý (VND),44.517.571.868,44.517.571.868,44517571868.0,44517571868.0
Giá trị Tài sản nhận giữ hộ (VND),Ngoại tệ các loại > Giá trị Tài sản nhận giữ hộ (VND),Giá trị Tài sản nhận giữ hộ (VND),2.568.823.527.219,2.294.758.354.379,2568823527219.0,2294758354379.0
- Tài sản thuộc khu bay bàn giao cho Nhà nước,Ngoại tệ các loại > - Tài sản thuộc khu bay bàn giao cho Nhà nước,- Tài sản thuộc khu bay bàn giao cho Nhà nước,2.568.453.996.767,2.292.759.652.841,2568453996767.0,2292759652841.0
+ Giá trị còn lại tài sản thuộc khu bay bàn giao cho Nhà nước trước 31/03/2016,Ngoại tệ các loại > + Giá trị còn lại tài sản thuộc khu bay bàn giao cho Nhà nước trước 31/03/2016,+ Giá trị còn lại tài sản thuộc khu bay bàn giao cho Nhà nước trước 31/03/2016,2.292.759.652.841,2.292.759.652.841,2292759652841.0,2292759652841.0
+ Nguyên giá tài sản thuộc khu bay bàn giao cho Nhà nước từ 01/04/2016 đến 31/12/2016,Ngoại tệ các loại > + Nguyên giá tài sản thuộc khu bay bàn giao cho Nhà nước từ 01/04/2016 đến 31/12/2016,+ Nguyên giá tài sản thuộc khu bay bàn giao cho Nhà nước từ 01/04/2016 đến 31/12/2016,275.694.343.926,-,275694343926.0,
- Tài sản bàn giao cho Công ty TNHH Mua bán nợ Việt Nam,Ngoại tệ các loại > - Tài sản bàn giao cho Công ty TNHH Mua bán nợ Việt Nam,- Tài sản bàn giao cho Công ty TNHH Mua bán nợ Việt Nam,369.530.452,1.998.701.538,369530452.0,1998701538.0
Hàng hóa nhận ký gửi,Ngoại tệ các loại > Hàng hóa nhận ký gửi,Hàng hóa nhận ký gửi,600.103.549,375.063.211,600103549.0,375063211.0
