row_label_raw,row_label_full,col_0,Từ 01/04/2016đến 31/12/2016VND,Từ 01/01/2016đến 31/03/2016VND,numeric__Từ 01/04/2016đến 31/12/2016VND,numeric__Từ 01/01/2016đến 31/03/2016VND
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,3.111.062.580.192,4.631.312.818.210,3111062580192.0,4631312818210.0
Các khoản điều chỉnh tăng/ giảm,Các khoản điều chỉnh tăng/ giảm,Các khoản điều chỉnh tăng/ giảm,Các khoản điều chỉnh tăng/ giảm,Các khoản điều chỉnh tăng/ giảm,,
a- Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng/ giảm > a- Các khoản điều chỉnh tăng,a- Các khoản điều chỉnh tăng,1.047.487.946.164,335.889.450.036,1047487946164.0,335889450036.0
+ Chi phí loại trừ khi tính thuế,Các khoản điều chỉnh tăng/ giảm > + Chi phí loại trừ khi tính thuế,+ Chi phí loại trừ khi tính thuế,3.232.387.331,14.633.638.528,3232387331.0,14633638528.0
+ Chi phí dự phòng phải thu vượt tỷ lệ theo thông tư,Các khoản điều chỉnh tăng/ giảm > + Chi phí dự phòng phải thu vượt tỷ lệ theo thông tư,+ Chi phí dự phòng phải thu vượt tỷ lệ theo thông tư,2.109.530.658,-,2109530658.0,
228/2009/TT-BTC,228/2009/TT-BTC,228/2009/TT-BTC,228/2009/TT-BTC,228/2009/TT-BTC,,
+ Chi phí thuê tài sản khu bay,228/2009/TT-BTC > + Chi phí thuê tài sản khu bay,+ Chi phí thuê tài sản khu bay,205.000.000.000,-,205000000000.0,
"+ Chi phí chưa đủ hóa đơn, chứng từ","228/2009/TT-BTC > + Chi phí chưa đủ hóa đơn, chứng từ","+ Chi phí chưa đủ hóa đơn, chứng từ",47.709.950.986,60.759.678.786,47709950986.0,60759678786.0
+ Chi phí sửa chữa tài sản khu bay,228/2009/TT-BTC > + Chi phí sửa chữa tài sản khu bay,+ Chi phí sửa chữa tài sản khu bay,545.000.000.000,,545000000000.0,
"+ Khấu hao tài sản tạm tăng chưa đủ hóa đơn, chứng từ","228/2009/TT-BTC > + Khấu hao tài sản tạm tăng chưa đủ hóa đơn, chứng từ","+ Khấu hao tài sản tạm tăng chưa đủ hóa đơn, chứng từ",235.527.077.189,147.701.114.969,235527077189.0,147701114969.0
+ Trích lập dự phòng đầu tư tài chính TCP,228/2009/TT-BTC > + Trích lập dự phòng đầu tư tài chính TCP,+ Trích lập dự phòng đầu tư tài chính TCP,1.300.000.000,,1300000000.0,
+ Trích trước chi phí thuê đất,228/2009/TT-BTC > + Trích trước chi phí thuê đất,+ Trích trước chi phí thuê đất,7.609.000.000,109.918.312.015,7609000000.0,109918312015.0
+ Lỗ CLTG do đánh giá lại số dư ngoại tệ cuối năm của tiền và phải thu,228/2009/TT-BTC > + Lỗ CLTG do đánh giá lại số dư ngoại tệ cuối năm của tiền và phải thu,+ Lỗ CLTG do đánh giá lại số dư ngoại tệ cuối năm của tiền và phải thu,-,2.876.705.738,,2876705738.0
b- Các khoản điều chỉnh giảm,228/2009/TT-BTC > b- Các khoản điều chỉnh giảm,b- Các khoản điều chỉnh giảm,(606.106.170.817),(742.405.157.014),-606106170817.0,-742405157014.0
+ Lãi CLTG do đánh giá lại số dư ngoại tệ cuối năm của tiền và phải thu,228/2009/TT-BTC > + Lãi CLTG do đánh giá lại số dư ngoại tệ cuối năm của tiền và phải thu,+ Lãi CLTG do đánh giá lại số dư ngoại tệ cuối năm của tiền và phải thu,(14.409.333.544),-,-14409333544.0,
+ Hoàn nhập chi phí đã loại trừ khi tính thuế TNDN giai đoạn trước 31/03/2016,228/2009/TT-BTC > + Hoàn nhập chi phí đã loại trừ khi tính thuế TNDN giai đoạn trước 31/03/2016,+ Hoàn nhập chi phí đã loại trừ khi tính thuế TNDN giai đoạn trước 31/03/2016,(591.696.837.273),(742.405.157.014),-591696837273.0,-742405157014.0
"- Chi phí chưa đủ hóa đơn, chứng từ","228/2009/TT-BTC > - Chi phí chưa đủ hóa đơn, chứng từ","- Chi phí chưa đủ hóa đơn, chứng từ",(60.759.678.786),(51.428.004.898),-60759678786.0,-51428004898.0
- Chi phí thuê đất,228/2009/TT-BTC > - Chi phí thuê đất,- Chi phí thuê đất,(380.359.337.780),(441.455.000.000),-380359337780.0,-441455000000.0
"- Khấu hao tài sản tạm tăng chưa đủ hóa đơn, chứng từ","228/2009/TT-BTC > - Khấu hao tài sản tạm tăng chưa đủ hóa đơn, chứng từ","- Khấu hao tài sản tạm tăng chưa đủ hóa đơn, chứng từ",(147.701.114.969),(254.183.405.798),-147701114969.0,-254183405798.0
- Lỗ/Lãi CLTG do đánh giá lại số dư ngoại tệ của tiền và phải thu cuối năm tài chính,228/2009/TT-BTC > - Lỗ/Lãi CLTG do đánh giá lại số dư ngoại tệ của tiền và phải thu cuối năm tài chính,- Lỗ/Lãi CLTG do đánh giá lại số dư ngoại tệ của tiền và phải thu cuối năm tài chính,(2.876.705.738),5.084.955.978,-2876705738.0,5084955978.0
- Hoàn nhập dự phòng phải thu khó đòi,228/2009/TT-BTC > - Hoàn nhập dự phòng phải thu khó đòi,- Hoàn nhập dự phòng phải thu khó đòi,-,(423.702.296),,-423702296.0
Thu nhập được miễn thuế,228/2009/TT-BTC > Thu nhập được miễn thuế,Thu nhập được miễn thuế,(50.574.409.875),(98.260.514.358),-50574409875.0,-98260514358.0
Tổng thu nhập chịu thuế trong kỳ,228/2009/TT-BTC > Tổng thu nhập chịu thuế trong kỳ,Tổng thu nhập chịu thuế trong kỳ,3.501.869.945.664,4.126.536.596.873,3501869945664.0,4126536596873.0
Thuế suất,228/2009/TT-BTC > Thuế suất,Thuế suất,20%,20%,0.2,0.2
Thuế TNDN phải trả ước tính,228/2009/TT-BTC > Thuế TNDN phải trả ước tính,Thuế TNDN phải trả ước tính,700.373.989.133,825.307.319.375,700373989133.0,825307319375.0
Điều chỉnh chi phí thuế TNDN,228/2009/TT-BTC > Điều chỉnh chi phí thuế TNDN,Điều chỉnh chi phí thuế TNDN,(11.311.380),(1.314.799),-11311380.0,-1314799.0
Chi phí thuế TNDN hiện hành,228/2009/TT-BTC > Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,700.362.677.753,825.306.004.575,700362677753.0,825306004575.0
Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,,
- Ảnh hưởng từ các khoản chênh lệch tạm thời phải chịu thuế,Chi phí thuế thu nhập doanh nghiệp hoãn lại > - Ảnh hưởng từ các khoản chênh lệch tạm thời phải chịu thuế,- Ảnh hưởng từ các khoản chênh lệch tạm thời phải chịu thuế,(87.477.257.903),117.613.476.241,-87477257903.0,117613476241.0
Cộng chi phí thuế TNDN,Chi phí thuế thu nhập doanh nghiệp hoãn lại > Cộng chi phí thuế TNDN,Cộng chi phí thuế TNDN,612.885.419.850,942.919.480.816,612885419850.0,942919480816.0
