row_label_raw,row_label_full,col_0,Số cuối năm > Số lượng CP,Số cuối năm > Giá gốcVND,Số cuối năm > Giá trị hợp lý (i)VND,Số cuối năm > Dự phòngVND,Số đầu năm (Trình bày lại) > Số lượng CP,Số đầu năm (Trình bày lại) > Giá gốcVND,Số đầu năm (Trình bày lại) > Giá trị hợp lý (i)VND,Số đầu năm (Trình bày lại) > Dự phòngVND,numeric__Số cuối năm > Số lượng CP,numeric__Số cuối năm > Giá gốcVND,numeric__Số cuối năm > Giá trị hợp lý (i)VND,numeric__Số cuối năm > Dự phòngVND,numeric__Số đầu năm (Trình bày lại) > Số lượng CP,numeric__Số đầu năm (Trình bày lại) > Giá gốcVND,numeric__Số đầu năm (Trình bày lại) > Giá trị hợp lý (i)VND,numeric__Số đầu năm (Trình bày lại) > Dự phòngVND
,,,163.997.139,1.935.218.436.914,,-,158.014.139,1.840.143.486.750,,-,163997139.0,1935218436914.0,,,158014139.0,1840143486750.0,,
- Đầu tư vào công ty con,- Đầu tư vào công ty con,- Đầu tư vào công ty con,160.014.139,1.876.270.036.914,,-,158.014.139,1.840.143.486.750,,-,160014139.0,1876270036914.0,,,158014139.0,1840143486750.0,,
Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (ii),Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (ii),Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (ii),83.700.523,880.593.089.954,,-,83.700.523,880.593.089.954,,-,83700523.0,880593089954.0,,,83700523.0,880593089954.0,,
Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam (iii),Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam (iii),Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam (iii),10.000.000,100.000.000.000,,-,10.000.000,100.000.000.000,,-,10000000.0,100000000000.0,,,10000000.0,100000000000.0,,
Công ty Cổ phần Dược phẩm Cửu Long (iv),Công ty Cổ phần Dược phẩm Cửu Long (iv),Công ty Cổ phần Dược phẩm Cửu Long (iv),42.402.616,656.566.946.960,,-,40.402.616,620.440.396.796,,-,42402616.0,656566946960.0,,,40402616.0,620440396796.0,,
Công ty Cổ phần Đầu tư Bắt động sản F.I.T (v),Công ty Cổ phần Đầu tư Bắt động sản F.I.T (v),Công ty Cổ phần Đầu tư Bắt động sản F.I.T (v),9.900.000,99.000.000.000,,-,9.900.000,99.000.000.000,,-,9900000.0,99000000000.0,,,9900000.0,99000000000.0,,
Công ty Cổ phần F.I.T Consumer (vi),Công ty Cổ phần F.I.T Consumer (vi),Công ty Cổ phần F.I.T Consumer (vi),14.011.000,140.110.000.000,,-,14.011.000,140.110.000.000,,-,14011000.0,140110000000.0,,,14011000.0,140110000000.0,,
"- Đầu tư vào công ty liên doanh, liên kết","- Đầu tư vào công ty liên doanh, liên kết","- Đầu tư vào công ty liên doanh, liên kết",3.983.000,58.948.400.000,,-,-,-,,-,3983000.0,58948400000.0,,,,,,
Công ty Cổ phần chứng khoán Đại Nam,Công ty Cổ phần chứng khoán Đại Nam,Công ty Cổ phần chứng khoán Đại Nam,3.983.000,58.948.400.000,,-,-,-,,-,3983000.0,58948400000.0,,,,,,
