row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm(Trình bày lại),numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại)
,,,VND,VND,,
Các khoản vay,Các khoản vay,Các khoản vay,48.937.898.453,156.978.344.768,48937898453.0,156978344768.0
Trừ: Tiền và các khoản tương đương tiền,Trừ: Tiền và các khoản tương đương tiền,Trừ: Tiền và các khoản tương đương tiền,3.467.883.940,149.641.042,3467883940.0,149641042.0
Nợ thuần,Nợ thuần,Nợ thuần,45.470.014.513,156.828.703.726,45470014513.0,156828703726.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,2.893.492.670.305,2.844.699.610.489,2893492670305.0,2844699610489.0
Tỷ lệ nợ thuần trên vốn chủ sở hữu,Tỷ lệ nợ thuần trên vốn chủ sở hữu,Tỷ lệ nợ thuần trên vốn chủ sở hữu,"0,02","0,06",0.02,0.06
