row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,25.101.289.412,24.905.438.468,222.0,,25101289412.0,24905438468.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(4.954.167.216),(2.820.234.437),223.0,,-4954167216.0,-2820234437.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,14,18.825.345.650,18.865.345.658,227.0,14.0,18825345650.0,18865345658.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,19.031.045.650,19.031.045.650,228.0,,19031045650.0,19031045650.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(205.700.000),(165.699.992),229.0,,-205700000.0,-165699992.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,15,80.473.281.156,82.546.083.828,230.0,15.0,80473281156.0,82546083828.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,84.672.504.853,84.672.504.853,231.0,,84672504853.0,84672504853.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(4.199.223.697),(2.126.421.025),232.0,,-4199223697.0,-2126421025.0
IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,250,,2.045.218.436.914,1.840.143.486.750,250.0,,2045218436914.0,1840143486750.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,7,1.876.270.036.914,1.840.143.486.750,251.0,7.0,1876270036914.0,1840143486750.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,7,58.948.400.000,-,252.0,7.0,58948400000.0,
3. Đầu tư nấm giữ đến ngày đáo hạn,3. Đầu tư nấm giữ đến ngày đáo hạn,3. Đầu tư nấm giữ đến ngày đáo hạn,255,6,110.000.000.000,-,255.0,6.0,110000000000.0,
V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,260,,1.331.816.533,3.488.426.681,260.0,,1331816533.0,3488426681.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,12,1.331.816.533,3.488.426.681,261.0,12.0,1331816533.0,3488426681.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,2.977.273.855.377,3.046.829.033.269,270.0,,2977273855377.0,3046829033269.0
