row_label_raw,row_label_full,col_0,Tại ngày đầu năm,Tăng trong năm,Giảm trong năm,Tại ngày cuối năm,numeric__Tại ngày đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Tại ngày cuối năm
,,,VND,VND,VND,VND,,,,
Vốn điều lệ,Vốn điều lệ,Vốn điều lệ,2.547.302.470.000,-,-,2.547.302.470.000,2547302470000.0,,,2547302470000.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,70.045.649.714,-,-,70.045.649.714,70045649714.0,,,70045649714.0
,,,2.617.348.119.714,-,-,2.617.348.119.714,2617348119714.0,,,2617348119714.0
