row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,21,23.495.992.249,47.083.269.477,1.0,21.0,23495992249.0,47083269477.0
2. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01),2. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01),2. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01),10,,23.495.992.249,47.083.269.477,10.0,,23495992249.0,47083269477.0
3. Giá vốn hàng bán,3. Giá vốn hàng bán,3. Giá vốn hàng bán,11,22,12.342.196.124,32.790.838.837,11.0,22.0,12342196124.0,32790838837.0
4. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),4. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),4. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),20,,11.153.796.125,14.292.430.640,20.0,,11153796125.0,14292430640.0
5. Doanh thu hoạt động tài chính,5. Doanh thu hoạt động tài chính,5. Doanh thu hoạt động tài chính,21,23,96.181.857.329,129.213.439.849,21.0,23.0,96181857329.0,129213439849.0
6. Chi phí tài chính,6. Chi phí tài chính,6. Chi phí tài chính,22,24,26.475.727.467,2.043.883.816,22.0,24.0,26475727467.0,2043883816.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,17.191.700.799,13.667.482.587,23.0,,17191700799.0,13667482587.0
7. Chi phí bán hàng,7. Chi phí bán hàng,7. Chi phí bán hàng,25,,-,420.836.068,25.0,,,420836068.0
8. Chi phí quản lý doanh nghiệp,8. Chi phí quản lý doanh nghiệp,8. Chi phí quản lý doanh nghiệp,26,25,24.707.282.776,22.872.640.343,26.0,25.0,24707282776.0,22872640343.0
9. Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + 21 - (22 + 26)},9. Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + 21 - (22 + 26)},9. Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + 21 - (22 + 26)},30,,56.152.643.211,118.168.510.262,30.0,,56152643211.0,118168510262.0
10. Thu nhập khác,10. Thu nhập khác,10. Thu nhập khác,31,,172.736.678,102.352.211,31.0,,172736678.0,102352211.0
11. Lợi nhuận khác (40 = 31),11. Lợi nhuận khác (40 = 31),11. Lợi nhuận khác (40 = 31),40,,172.736.678,102.352.211,40.0,,172736678.0,102352211.0
12. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),12. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),12. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,56.325.379.889,118.270.862.473,50.0,,56325379889.0,118270862473.0
13. Chi phí thuế TNDN hiện hành,13. Chi phí thuế TNDN hiện hành,13. Chi phí thuế TNDN hiện hành,51,27,6.532.320.073,20.656.460.593,51.0,27.0,6532320073.0,20656460593.0
14. Chi phí thuế TNDN hoãn lại,14. Chi phí thuế TNDN hoãn lại,14. Chi phí thuế TNDN hoãn lại,52,,-,-,52.0,,,
15. Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50 - 51 - 52),15. Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50 - 51 - 52),15. Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50 - 51 - 52),60,,49.793.059.816,97.614.401.880,60.0,,49793059816.0,97614401880.0
16. Lãi cơ bản trên cổ phiếu,16. Lãi cơ bản trên cổ phiếu,16. Lãi cơ bản trên cổ phiếu,70,,195,383,70.0,,195.0,383.0
