row_label_raw,row_label_full,Quá hạn thanh toán từ 6 tháng đến dưới 1 năm > Quá hạn thanh toán từ 1 năm đến dưới 2 năm > Quá hạn thanh toán từ 2 năm đến dưới 3 năm > Quá hạn thanh toán từ 3 năm trở lên,Số cuối năm > Giá gốc > 515.011.418 > 266.827.996 > 155.000.000 > 2.904.616.797,Số cuối năm > Giá trị có thể thu hồi ước tính > 360.507.993 > 133.413.998 > 46.500.000 > -,Số đầu năm > Giá gốc > - > 17.809.725.278 > 602.408.094 > 2.280.663.540,Số đầu năm > Giá trị có thể thu hồi ước tính > - > 8.904.862.639 > 181.553.605 > 2.493.750,numeric__Số cuối năm > Giá gốc > 515.011.418 > 266.827.996 > 155.000.000 > 2.904.616.797,numeric__Số cuối năm > Giá trị có thể thu hồi ước tính > 360.507.993 > 133.413.998 > 46.500.000 > -,numeric__Số đầu năm > Giá gốc > - > 17.809.725.278 > 602.408.094 > 2.280.663.540,numeric__Số đầu năm > Giá trị có thể thu hồi ước tính > - > 8.904.862.639 > 181.553.605 > 2.493.750
Khả năng thu hồi thấp,Khả năng thu hồi thấp,Khả năng thu hồi thấp,118.020.860.529,-,222.352.192.516,-,118020860529.0,,222352192516.0,
- Công ty TNHH Lâm Nghiệp Hoàng Nam,- Công ty TNHH Lâm Nghiệp Hoàng Nam,- Công ty TNHH Lâm Nghiệp Hoàng Nam,40.256.670.026,-,40.261.024.690,-,40256670026.0,,40261024690.0,
- Công ty TNHH Thương mại và Dịch vụ Lâm nghiệp Minh Hoàng,- Công ty TNHH Thương mại và Dịch vụ Lâm nghiệp Minh Hoàng,- Công ty TNHH Thương mại và Dịch vụ Lâm nghiệp Minh Hoàng,17.585.107.391,-,-,-,17585107391.0,,,
- Khác,- Khác,- Khác,60.179.083.112,-,182.091.167.826,-,60179083112.0,,182091167826.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,121.862.316.740,540.421.991,243.044.989.428,9.088.909.994,121862316740.0,540421991.0,243044989428.0,9088909994.0
