row_label_raw,row_label_full,col_0,Năm nay,VND > Năm trước (Đã điều chỉnh lại – Thuyết minh số 33),numeric__Năm nay,numeric__VND > Năm trước (Đã điều chỉnh lại – Thuyết minh số 33)
Lãi chênh lệch tỷ giá hối đoái,Lãi chênh lệch tỷ giá hối đoái,Lãi chênh lệch tỷ giá hối đoái,15.089.170.372,21.175.553.681,15089170372.0,21175553681.0
Lãi cho vay,Lãi cho vay,Lãi cho vay,30.199.503.692,12.565.339.905,30199503692.0,12565339905.0
Lãi từ thanh lý khoản đầu tư,Lãi từ thanh lý khoản đầu tư,Lãi từ thanh lý khoản đầu tư,3.655.220.969,3.452.120.000,3655220969.0,3452120000.0
Lãi tiền gửi,Lãi tiền gửi,Lãi tiền gửi,2.911.388.990,5.032.236.586,2911388990.0,5032236586.0
Cổ tức,Cổ tức,Cổ tức,-,1.201.240,,1201240.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,51.855.284.023,42.226.451.412,51855284023.0,42226451412.0
