row_label_raw,row_label_full,col_0,Số đầu năm(Đã điều chỉnh lại –Thuyết minh số 33),Tăng do nhậnsáp nhập,Tăng trong năm,Giảm trong năm,Chênh lệch tỷ giá,VND Số cuối năm,numeric__Số đầu năm(Đã điều chỉnh lại –Thuyết minh số 33),numeric__Tăng do nhậnsáp nhập,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Chênh lệch tỷ giá,numeric__VND Số cuối năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,,,
Vay các bên liên quan(Thuyết minh số 21.1),Ngắn hạn > Vay các bên liên quan(Thuyết minh số 21.1),Vay các bên liên quan(Thuyết minh số 21.1),32.455.205.020,-,1.367.725.527.786,(32.455.205.020),-,1.367.725.527.786,32455205020.0,,1367725527786.0,-32455205020.0,,1367725527786.0
Vay ngân hàng(Thuyết minh số 21.2),Ngắn hạn > Vay ngân hàng(Thuyết minh số 21.2),Vay ngân hàng(Thuyết minh số 21.2),641.312.372.894,280.099.549.842,368.013.044.940,(498.628.675.054),442.001.442,791.238.294.064,641312372894.0,280099549842.0,368013044940.0,-498628675054.0,442001442.0,791238294064.0
Vay dài hạn đếnhan trả(Thuyết minh số 21.3),Ngắn hạn > Vay dài hạn đếnhan trả(Thuyết minh số 21.3),Vay dài hạn đếnhan trả(Thuyết minh số 21.3),-,36.000.000.000,-,-,-,36.000.000.000,,36000000000.0,,,,36000000000.0
Vay cá nhân(Thuyết minh số 21.4),Ngắn hạn > Vay cá nhân(Thuyết minh số 21.4),Vay cá nhân(Thuyết minh số 21.4),-,-,300.000.000.000,-,-,300.000.000.000,,,300000000000.0,,,300000000000.0
Vay chuyển đổi(Thuyết minh số 21.6),Ngắn hạn > Vay chuyển đổi(Thuyết minh số 21.6),Vay chuyển đổi(Thuyết minh số 21.6),598.656.595.251,-,603.243.404.749,(1.201.900.000.000),-,-,598656595251.0,,603243404749.0,-1201900000000.0,,
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,1.272.424.173.165,316.099.549.842,2.638.981.977.475,(1.732.983.880.074),442.001.442,2.494.963.821.850,1272424173165.0,316099549842.0,2638981977475.0,-1732983880074.0,442001442.0,2494963821850.0
