row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,,,
Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Công ty con,Bán hàng,42.557.345.879,97.223.988.180,,,42557345879.0,97223988180.0
Công ty Cổ phần Trường Thành,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty con,Bán hàng,59.611.498.043,-,,,59611498043.0,
Công ty Cổ phần Chế biển Gỗ Trường Thành,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Chế biển Gỗ Trường Thành,Công ty Cổ phần Chế biển Gỗ Trường Thành,Công ty con,Bán hàng,7.182.329.517,-,,,7182329517.0,
Công ty Cổ phần Chế biển Gỗ Trường Thành M'Drak,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Chế biển Gỗ Trường Thành M'Drak,Công ty Cổ phần Chế biển Gỗ Trường Thành M'Drak,Công ty con,Bán hàng,10.635.098.909,1.166.035.491,,,10635098909.0,1166035491.0
Công ty Cổ phần Vật liệu Xây dựng Trường Thành – Phước An,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Vật liệu Xây dựng Trường Thành – Phước An,Công ty Cổ phần Vật liệu Xây dựng Trường Thành – Phước An,Công ty con,Bán hàng,1.592.246.302,1.541.783.102,,,1592246302.0,1541783102.0
Công ty Cổ phần Lâm Nghiệp Trường Thành Đắk Nông,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Lâm Nghiệp Trường Thành Đắk Nông,Công ty Cổ phần Lâm Nghiệp Trường Thành Đắk Nông,Công ty con,Bán hàng,195.806.154,146.854.854,,,195806154.0,146854854.0
Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty liên kết,Bán hàng,38.958.652,284.349.320,,,38958652.0,284349320.0
Công ty TNHH Một thành viên Ván Công nghiệp Trường Thành,Phải thu ngắn hạn của khách hàng > Công ty TNHH Một thành viên Ván Công nghiệp Trường Thành,Công ty TNHH Một thành viên Ván Công nghiệp Trường Thành,Công ty con,Bán hàng,-,141.822.317.792,,,,141822317792.0
Công ty TNHH Một thành viên Chế biển Gỗ Trường Thành,Phải thu ngắn hạn của khách hàng > Công ty TNHH Một thành viên Chế biển Gỗ Trường Thành,Công ty TNHH Một thành viên Chế biển Gỗ Trường Thành,Công ty con,Bán hàng,-,37.831.597.825,,,,37831597825.0
