row_label_raw,row_label_full,Màsố,CHÍ TIÊU,Thuyếtminh,Năm nay,Năm trước(Dã điều chỉnh lại – Thuyết minh số 33),numeric__CHÍ TIÊU,numeric__Thuyếtminh,numeric__Năm nay,numeric__Năm trước(Dã điều chỉnh lại – Thuyết minh số 33)
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,,851.844.174.641,2.495.698.293.267,,,851844174641.0,2495698293267.0
02,02,02,2. Các khoản giảm trừ doanh thu,,(347.572.905),(267.457.938),,,-347572905.0,-267457938.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,23.1,851.496.601.736,2.495.430.835.329,,231.0,851496601736.0,2495430835329.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,"24, 29",(1.804.698.545.467),(2.295.975.945.124),,,-1804698545467.0,-2295975945124.0
20,20,20,5. (Lỗ) lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,(953.201.943.731),199.454.890.205,,,-953201943731.0,199454890205.0
21,21,21,6. Doanh thu hoạt động tài chính,23.2,51.855.284.023,42.226.451.412,,232.0,51855284023.0,42226451412.0
22,22,22,7. Chi phí tài chínhTrong đó: Chi phí lãi vay,25,(397.653.157.384)(208.857.085.815),(247.207.068.619)(136.335.253.556),,25.0,,
23,23,23,7. Chi phí tài chínhTrong đó: Chi phí lãi vay,25,(397.653.157.384)(208.857.085.815),(247.207.068.619)(136.335.253.556),,25.0,,
25,25,25,8. Chi phí bán hàng,"27, 29",(18.694.041.356),(16.798.332.908),,,-18694041356.0,-16798332908.0
26,26,26,9. Chi phí quản lý doanh nghiệp,"28, 29",27.754.391.987,(259.769.403.401),,,27754391987.0,-259769403401.0
30,30,30,10. Lỗ thuần từ hoạt động kinh doanh,,(1.289.939.466.461),(282.093.463.311),,,-1289939466461.0,-282093463311.0
31,31,31,11. Thu nhập khác,26,29.599.975.524,161.419.615.637,,26.0,29599975524.0,161419615637.0
32,32,32,12. Chi phí khác,26,(15.246.740.802),(14.136.565.432),,26.0,-15246740802.0,-14136565432.0
40,40,40,13. Lợi nhuận khác,26,14.353.234.722,147.283.050.205,,26.0,14353234722.0,147283050205.0
50,50,50,14. Tổng lỗ kế toàn trước thuế,,(1.275.586.231.739),(134.810.413.106),,,-1275586231739.0,-134810413106.0
51,51,51,15. Chi phí thuế TNDN hiện hành,30.1,-,(32.707.317.579),,301.0,,-32707317579.0
52,52,52,16. Chi phí thuế TNDN hoãn lại,30.1,-,(73.197.355),,301.0,,-73197355.0
60,60,60,17. Lỗ sau thuế TNDN,,(1.275.586.231.739),(167.590.928.040),,,-1275586231739.0,-167590928040.0
