row_label_raw,row_label_full,col_0,Năm nay,VND > Năm trước (Đã điều chỉnh lại – Thuyết minh số 33),numeric__Năm nay,numeric__VND > Năm trước (Đã điều chỉnh lại – Thuyết minh số 33)
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,208.857.085.815,136.335.253.556,208857085815.0,136335253556.0
Trích lập dự phòng đầu tư tài chính,Trích lập dự phòng đầu tư tài chính,Trích lập dự phòng đầu tư tài chính,110.878.616.107,76.569.928.882,110878616107.0,76569928882.0
Lỗ do nhận sáp nhập,Lỗ do nhận sáp nhập,Lỗ do nhận sáp nhập,75.548.547.077,-,75548547077.0,
Lỗ chênh lệch tỷ giá hối đoái,Lỗ chênh lệch tỷ giá hối đoái,Lỗ chênh lệch tỷ giá hối đoái,550.923.656,29.404.411.797,550923656.0,29404411797.0
Phân chia lợi nhuận với DLC,Phân chia lợi nhuận với DLC,Phân chia lợi nhuận với DLC,-,3.684.971.099,,3684971099.0
Chi phí khác,Chi phí khác,Chi phí khác,1.817.984.729,1.212.503.285,1817984729.0,1212503285.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,397.653.157.384,247.207.068.619,397653157384.0,247207068619.0
