row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,,,
Công ty Cổ phần Chế biển Gỗ Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Chế biển Gỗ Trường Thành,Công ty Cổ phần Chế biển Gỗ Trường Thành,Công ty con,Cho mượnLãi cho vay,54.599.296.8109.155.212.779,12.000.000.0002.346.630.334,,,5.459929681091552e+20,1.2000000000234663e+20
Công ty Cổ phần Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty con,Cho mượnLãi cho vay,23.978.191.7479.757.894.219,-2.604.632.775,,,2.397819174797579e+20,-2604632775.0
Công ty Cổ phần Lâm nghiệp Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Lâm nghiệp Trường Thành,Công ty Cổ phần Lâm nghiệp Trường Thành,Công ty con,Lãi cho vay,189.777.631,3.500.911.668,,,189777631.0,3500911668.0
Công ty Cổ phần Vật liệu Xây dựng Trường Thành – Phước An,Phải thu ngắn hạn khác > Công ty Cổ phần Vật liệu Xây dựng Trường Thành – Phước An,Công ty Cổ phần Vật liệu Xây dựng Trường Thành – Phước An,Công ty con,Lãi cho vay,3.356.954.159,1.962.401.740,,,3356954159.0,1962401740.0
Công ty Cổ phần Trồng rừng Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Trồng rừng Trường Thành,Công ty Cổ phần Trồng rừng Trường Thành,Công ty con,Lãi cho vay,-,1.141.209.253,,,,1141209253.0
Công ty Cổ phần Chế biển Gỗ Trường Thành M'Drak,Phải thu ngắn hạn khác > Công ty Cổ phần Chế biển Gỗ Trường Thành M'Drak,Công ty Cổ phần Chế biển Gỗ Trường Thành M'Drak,Công ty con,Cho mượnLãi cho vay,400.000.0001.023.890.000,400.000.000291.716.668,,,4.00000000102389e+18,4.000000002917167e+17
Công ty Cổ phần Nông Lâm nghiệp Trường An,Phải thu ngắn hạn khác > Công ty Cổ phần Nông Lâm nghiệp Trường An,Công ty Cổ phần Nông Lâm nghiệp Trường An,Công ty con,Lãi cho vay,615.000.002,5.000.000,,,615000002.0,5000000.0
Công ty TNHH Một thành viên Ván Công nghiệp Trường Thành,Phải thu ngắn hạn khác > Công ty TNHH Một thành viên Ván Công nghiệp Trường Thành,Công ty TNHH Một thành viên Ván Công nghiệp Trường Thành,Công ty con,Cho mượn,-,14.649.000.000,,,,14649000000.0
Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Phải thu ngắn hạn khác > Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Công ty con,Cho mượnLãi cho vay,3.716.202.8151.497.226.009,24.309.502.815-,,,3.716202815149723e+19,
Công ty TNHH Trồng rừng Trường Thành OJI,Phải thu ngắn hạn khác > Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty liên doanh,Lãi cho vay,549.261.613,796.716.870,,,549261613.0,796716870.0
Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty liên kết,Lãi cho vay,76.970.062,-,,,76970062.0,
Công ty Cổ phần Đầu tư & Phát triển Địa Óc Hoàng Gia,Phải thu ngắn hạn khác > Công ty Cổ phần Đầu tư & Phát triển Địa Óc Hoàng Gia,Công ty Cổ phần Đầu tư & Phát triển Địa Óc Hoàng Gia,Bên liên quan,Cho mượn,499.786.028,-,,,499786028.0,
Công ty TNHH Một thành viên Vinpearl Phú Quốc,Phải thu ngắn hạn khác > Công ty TNHH Một thành viên Vinpearl Phú Quốc,Công ty TNHH Một thành viên Vinpearl Phú Quốc,Bên liên quan,Cho mượn,9.569.352,-,,,9569352.0,
,,,,,109.425.233.226,64.007.722.123,,,109425233226.0,64007722123.0
