row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Môi quan hệ,numeric__Nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu ngắn hạn của khách hàng (tiếp theo),Phải thu ngắn hạn của khách hàng (tiếp theo),Phải thu ngắn hạn của khách hàng (tiếp theo),Phải thu ngắn hạn của khách hàng (tiếp theo),Phải thu ngắn hạn của khách hàng (tiếp theo),Phải thu ngắn hạn của khách hàng (tiếp theo),Phải thu ngắn hạn của khách hàng (tiếp theo),,,,
Công ty Cổ phần Đầu tư và Phát triển Đỏ thị Sài Đồng,Phải thu ngắn hạn của khách hàng (tiếp theo) > Công ty Cổ phần Đầu tư và Phát triển Đỏ thị Sài Đồng,Công ty Cổ phần Đầu tư và Phát triển Đỏ thị Sài Đồng,Bên liên quan,Dịch vụ lắp đặt,736.821.084,554.490.132,,,736821084.0,554490132.0
Công ty Cổ phần Đầu tư và Phát triển Du lịch Phú Quốc,Phải thu ngắn hạn của khách hàng (tiếp theo) > Công ty Cổ phần Đầu tư và Phát triển Du lịch Phú Quốc,Công ty Cổ phần Đầu tư và Phát triển Du lịch Phú Quốc,Bên liên quan,Dịch vụ lắp đặt,16.357.511.571,-,,,16357511571.0,
Công ty Cổ phần Đầu tư Xây dựng Tân Liên Phát,Phải thu ngắn hạn của khách hàng (tiếp theo) > Công ty Cổ phần Đầu tư Xây dựng Tân Liên Phát,Công ty Cổ phần Đầu tư Xây dựng Tân Liên Phát,Cổ đông lớn,Dịch vụ lắp đặt,18.468.366.559,933.004.902,,,18468366559.0,933004902.0
Công ty TNHH Future Property Invest,Phải thu ngắn hạn của khách hàng (tiếp theo) > Công ty TNHH Future Property Invest,Công ty TNHH Future Property Invest,Bên liên quan,Dịch vụ lắp đặt,3.259.583.480,-,,,3259583480.0,
Các bên liên quan khác,Phải thu ngắn hạn của khách hàng (tiếp theo) > Các bên liên quan khác,Các bên liên quan khác,Bên liên quan,Dịch vụ lắp đặt,9.957.585,192.469.945,,,9957585.0,192469945.0
,,,,,190.610.701.078,305.663.120.816,,,190610701078.0,305663120816.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,,,,
Công ty Cổ phần Trường Thành,Phải thu về cho vay ngắn hạn > Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty con,Cho vay,82.562.001.815,44.562.001.815,,,82562001815.0,44562001815.0
Công ty Cổ phần Chế biến Gỗ Trường Thành,Phải thu về cho vay ngắn hạn > Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty con,Cho vay,67.929.000.000,39.329.000.000,,,67929000000.0,39329000000.0
Công ty Cổ phần Lâm Nghiệp Trường Thành,Phải thu về cho vay ngắn hạn > Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty Cổ phần Lâm Nghiệp Trường Thành,Công ty con,Cho vay,36.214.312.395,64.949.000.000,,,36214312395.0,64949000000.0
Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Phải thu về cho vay ngắn hạn > Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Công ty Cổ phần Thương mại XNK Trường Thành Đắk Nông,Công ty con,Cho vay,28.353.256.553,-,,,28353256553.0,
Công ty Cổ phần Vật liệu Xây dựng Trường Thành – Phước An,Phải thu về cho vay ngắn hạn > Công ty Cổ phần Vật liệu Xây dựng Trường Thành – Phước An,Công ty Cổ phần Vật liệu Xây dựng Trường Thành – Phước An,Công ty con,Cho vay,9.506.757.500,9.506.757.500,,,9506757500.0,9506757500.0
Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Phải thu về cho vay ngắn hạn > Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty con,Cho vay,6.370.000.000,4.700.000.000,,,6370000000.0,4700000000.0
Công ty Cổ phần Nông Lâm Công Nghiệp Trường An,Phải thu về cho vay ngắn hạn > Công ty Cổ phần Nông Lâm Công Nghiệp Trường An,Công ty Cổ phần Nông Lâm Công Nghiệp Trường An,Công ty con,Cho vay,5.000.000.000,5.000.000.000,,,5000000000.0,5000000000.0
Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Phải thu về cho vay ngắn hạn > Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty liên kết,Cho vay,4.755.427.765,-,,,4755427765.0,
Công ty Cổ phần Trồng rừng Trường Thành,Phải thu về cho vay ngắn hạn > Công ty Cổ phần Trồng rừng Trường Thành,Công ty Cổ phần Trồng rừng Trường Thành,Công ty con,Cho vay,-,5.283.172.288,,,,5283172288.0
,,,,,240.690.756.028,173.329.931.603,,,240690756028.0,173329931603.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,,,,
Công ty TNHH Trồng rừng Trường Thành OJI,Phải thu về cho vay dài hạn > Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty liên doanh,Cho vay,34.491.840.000,28.920.848.000,,,34491840000.0,28920848000.0
