row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty Cổ phần Trường Thành Xanh,Công ty Cổ phần Trường Thành Xanh,Công ty Cổ phần Trường Thành Xanh,Công ty con,Mua nguyên liệu,1.799.091.000,-,,,1799091000.0,
Công ty Cổ phần Trường Thành Xanh,Công ty Cổ phần Trường Thành Xanh,Công ty Cổ phần Trường Thành Xanh,Công ty con,Chi phí trồng rừng,344.190.000,-,,,344190000.0,
Công ty Cổ phần Trường Thành Xanh,Công ty Cổ phần Trường Thành Xanh,Công ty Cổ phần Trường Thành Xanh,Công ty con,Mua tài sản cố định,-,128.265.626,,,,128265626.0
Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty con,Mua nguyên liệu,14.879.723.888,14.844.884.326,,,14879723888.0,14844884326.0
Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty con,Nhận cung cấp dịch vụ,-,110.750.000,,,,110750000.0
Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty con,Mua tài sản cố định,-,272.250.000,,,,272250000.0
Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty con,Bán nguyên liệu,-,106.086.950,,,,106086950.0
Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty con,Bán hàng hóa,260.404.532,-,,,260404532.0,
Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty con,Bán tài sản cố định,-,190.000.000,,,,190000000.0
Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty Cổ phần Chế biến Gỗ Trường Thành M'Drak,Công ty con,Cho vay,1.670.000.000,-,,,1670000000.0,
