row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,,,,
Công ty TNHH Một thành viên Vinpearl Phú Quốc,Người mua trả tiền trước ngắn hạn > Công ty TNHH Một thành viên Vinpearl Phú Quốc,Công ty TNHH Một thành viên Vinpearl Phú Quốc,Bên liên quan,Dịch vụ lắp đặt,53.218.389.207,-,,,53218389207.0,
Công ty Cổ phần Đầu tư Xây dựng Tân Liên Phát,Người mua trả tiền trước ngắn hạn > Công ty Cổ phần Đầu tư Xây dựng Tân Liên Phát,Công ty Cổ phần Đầu tư Xây dựng Tân Liên Phát,Cổ đông lớn,Dịch vụ lắp đặt,24.835.249.883,-,,,24835249883.0,
Công ty TNHH Quản lý Bất Đông sản Vinhomes,Người mua trả tiền trước ngắn hạn > Công ty TNHH Quản lý Bất Đông sản Vinhomes,Công ty TNHH Quản lý Bất Đông sản Vinhomes,Bên liên quan,Dịch vụ lắp đặt,21.299.901.362,3.850.000,,,21299901362.0,3850000.0
Công ty TNHH Vinpearl Bãi Dài,Người mua trả tiền trước ngắn hạn > Công ty TNHH Vinpearl Bãi Dài,Công ty TNHH Vinpearl Bãi Dài,Bên liên quan,Dịch vụ lắp đặt,13.025.409.916,-,,,13025409916.0,
Công ty Cổ phần Đầu tư và Phát triển Du lịch Phú Quốc,Người mua trả tiền trước ngắn hạn > Công ty Cổ phần Đầu tư và Phát triển Du lịch Phú Quốc,Công ty Cổ phần Đầu tư và Phát triển Du lịch Phú Quốc,Bên liên quan,Dịch vụ lắp đặt,4.947.799.718,-,,,4947799718.0,
Công ty Cổ phần Vincom,Người mua trả tiền trước ngắn hạn > Công ty Cổ phần Vincom,Công ty Cổ phần Vincom,Bên liên quan,Dịch vụ lắp đặt,18.994.861,18.994.861,,,18994861.0,18994861.0
Cty Cổ phần Đầu tư Dịch vụ Thương mại Thành phố Hồ Chí Minh,Người mua trả tiền trước ngắn hạn > Cty Cổ phần Đầu tư Dịch vụ Thương mại Thành phố Hồ Chí Minh,Cty Cổ phần Đầu tư Dịch vụ Thương mại Thành phố Hồ Chí Minh,Bên liên quan,Dịch vụ lắp đặt,2.024.217.807,-,,,2024217807.0,
Công ty TNHH Quản lý Xây dựng Vincom 1,Người mua trả tiền trước ngắn hạn > Công ty TNHH Quản lý Xây dựng Vincom 1,Công ty TNHH Quản lý Xây dựng Vincom 1,Bên liên quan,Dịch vụ lắp đặt,1.685.851.065,-,,,1685851065.0,
Tập đoàn Vingroup - Công ty Cổ phần,Người mua trả tiền trước ngắn hạn > Tập đoàn Vingroup - Công ty Cổ phần,Tập đoàn Vingroup - Công ty Cổ phần,Bên liên quan,Dịch vụ lắp đặt,1.308.806.400,-,,,1308806400.0,
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce,Người mua trả tiền trước ngắn hạn > Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce,Bên liên quan,Dịch vụ lắp đặt,110.270.160,-,,,110270160.0,
,,,,,122.474.890.379,22.844.861,,,122474890379.0,22844861.0
