row_label_raw,row_label_full,col_0,Số cuối năm,VND > Số đầu năm(Dã điều chỉnh lại –Thuyết minh số 33),numeric__Số cuối năm,numeric__VND > Số đầu năm(Dã điều chỉnh lại –Thuyết minh số 33)
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Trả trước từ các bên liên quan(Thuyết minh số 31),Ngắn hạn > Trả trước từ các bên liên quan(Thuyết minh số 31),Trả trước từ các bên liên quan(Thuyết minh số 31),122.474.890.379,22.844.861,122474890379.0,22844861.0
Trả trước từ các bên khác,Ngắn hạn > Trả trước từ các bên khác,Trả trước từ các bên khác,57.013.074.771,54.228.423.439,57013074771.0,54228423439.0
- Công ty Cổ phần Địa ốc Đại Á,Ngắn hạn > - Công ty Cổ phần Địa ốc Đại Á,- Công ty Cổ phần Địa ốc Đại Á,22.000.000.000,22.000.000.000,22000000000.0,22000000000.0
- Công ty Cổ phần Khách sạn và Du lịchThiên Thai,Ngắn hạn > - Công ty Cổ phần Khách sạn và Du lịchThiên Thai,- Công ty Cổ phần Khách sạn và Du lịchThiên Thai,5.329.154.892,3.190.641.063,5329154892.0,3190641063.0
- Yekun Corporation,Ngắn hạn > - Yekun Corporation,- Yekun Corporation,5.008.781.780,7.828.240.730,5008781780.0,7828240730.0
- Khách hàng khác,Ngắn hạn > - Khách hàng khác,- Khách hàng khác,24.675.138.099,21.209.541.646,24675138099.0,21209541646.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,179.487.965.150,54.251.268.300,179487965150.0,54251268300.0
