row_label_raw,row_label_full,Số cuối năm,Số cuối năm_1,Số đầu năm(Dã điều chỉnh lại – Thuyết minh số 33),Số đầu năm(Dã điều chỉnh lại – Thuyết minh số 33)_1,numeric__Số cuối năm_1,numeric__Số đầu năm(Dã điều chỉnh lại – Thuyết minh số 33),numeric__Số đầu năm(Dã điều chỉnh lại – Thuyết minh số 33)_1
Gốc,Gốc,Gốc,Lãi,Gốc,Lãi,,,
430.282.496.886,Gốc > 430.282.496.886,430.282.496.886,48.159.353.066,45.884.613.334,-,48159353066.0,45884613334.0,
124.292.700.000,Gốc > 124.292.700.000,124.292.700.000,7.520.393.880,100.217.792.000,-,7520393880.0,100217792000.0,
59.980.000.000,Gốc > 59.980.000.000,59.980.000.000,4.059.888.871,-,-,4059888871.0,,
56.846.909.438,Gốc > 56.846.909.438,56.846.909.438,28.864.769.198,57.221.306.938,-,28864769198.0,57221306938.0,
-,Gốc > -,-,2.000.000.000,-,6.661.494.140,2000000000.0,,6661494140.0
-,Gốc > -,-,664.574.237,-,-,664574237.0,,
671.402.106.324,Gốc > 671.402.106.324,671.402.106.324,91.268.979.252,203.323.712.272,6.661.494.140,91268979252.0,203323712272.0,6661494140.0
