row_label_raw,row_label_full,col_0,Thuyết minh,2019 Triệu đồng,2018 Triệu đồng,numeric__Thuyết minh,numeric__2019 Triệu đồng,numeric__2018 Triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,25,27.591.916,22.233.664,25.0,27591916.0,22233664.0
Chi phí lãi và các khoản chi phí tương tự,Chi phí lãi và các khoản chi phí tương tự,Chi phí lãi và các khoản chi phí tương tự,26,(14.934.344),(11.774.575),26.0,-14934344.0,-11774575.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,12.657.572,10.459.089,,12657572.0,10459089.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,2.966.772,2.156.625,,2966772.0,2156625.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(557.122),(586.636),,-557122.0,-586636.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,27,2.409.650,1.569.989,27.0,2409650.0,1569989.0
Lỗ thuần từ hoạt động kinh doanh ngoại hối,Lỗ thuần từ hoạt động kinh doanh ngoại hối,Lỗ thuần từ hoạt động kinh doanh ngoại hối,28,(97.633),(78.485),28.0,-97633.0,-78485.0
Lãi/(lỗ) thuần từ mua bán chứng khoán kinh doanh,Lãi/(lỗ) thuần từ mua bán chứng khoán kinh doanh,Lãi/(lỗ) thuần từ mua bán chứng khoán kinh doanh,29,284.845,(56.821),29.0,284845.0,-56821.0
Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,30,803.159,250.057,30.0,803159.0,250057.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,1.855.936,3.133.981,,1855936.0,3133981.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,,(387.263),(361.430),,-387263.0,-361430.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,31,1.468.673,2.772.551,31.0,1468673.0,2772551.0
Thu nhập từ góp vốn mua cổ phần,Thu nhập từ góp vốn mua cổ phần,Thu nhập từ góp vốn mua cổ phần,32,2.804.053,2.855.784,32.0,2804053.0,2855784.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,20.330.319,17.772.164,,20330319.0,17772164.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,33,(6.654.897),(6.105.997),33.0,-6654897.0,-6105997.0
Lãi thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lãi thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lãi thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,13.675.422,11.666.167,,13675422.0,11666167.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,34,(5.048.872),(3.732.298),34.0,-5048872.0,-3732298.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,8.626.550,7.933.869,,8626550.0,7933869.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,,(1.165.455),(1.018.996),,-1165455.0,-1018996.0
Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,23,(1.165.455),(1.018.996),23.0,-1165455.0,-1018996.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,7.461.095,6.914.873,,7461095.0,6914873.0
