row_label_raw,row_label_full,col_0,Giá trị số sách > Ngày 31 tháng 12năm 2019Triệu đồng,Giá trị số sách > Ngày 31 tháng 12năm 2018Triệu đồng,numeric__Giá trị số sách > Ngày 31 tháng 12năm 2019Triệu đồng,numeric__Giá trị số sách > Ngày 31 tháng 12năm 2018Triệu đồng
Bất động sản,Bất động sản,Bất động sản,257.378.298,223.266.429,257378298.0,223266429.0
Động sản,Động sản,Động sản,46.043.599,43.147.192,46043599.0,43147192.0
Giấy tờ có giá,Giấy tờ có giá,Giấy tờ có giá,136.670.840,120.682.627,136670840.0,120682627.0
Các tài sản đảm bảo khác,Các tài sản đảm bảo khác,Các tài sản đảm bảo khác,213.704.886,130.316.061,213704886.0,130316061.0
,,,653.797.623,517.412.309,653797623.0,517412309.0
