row_label_raw,row_label_full,col_0,Ngày 31 tháng12 năm 2019Triệu đồng,%,Ngày 31 tháng 12năm 2018Triệu đồng,%_1,numeric__Ngày 31 tháng12 năm 2019Triệu đồng,numeric__%,numeric__Ngày 31 tháng 12năm 2018Triệu đồng,numeric__%_1
Công ty Nhà nướcCông ty TNHH 1 thành viên doNhà nước sở hữu 100% vốnđiều lệ,Công ty Nhà nướcCông ty TNHH 1 thành viên doNhà nước sở hữu 100% vốnđiều lệ,Công ty Nhà nướcCông ty TNHH 1 thành viên doNhà nước sở hữu 100% vốnđiều lệ,1.922.461,"1,00",2.149.158,"1,28",1922461.0,1.0,2149158.0,1.28
Công ty TNHH 2 thành viên trởlên có phần vốn góp của Nhànước trên 50% vốn điều lệ hoặcNhà nước giữ quyền chi phối,Công ty TNHH 2 thành viên trởlên có phần vốn góp của Nhànước trên 50% vốn điều lệ hoặcNhà nước giữ quyền chi phối,Công ty TNHH 2 thành viên trởlên có phần vốn góp của Nhànước trên 50% vốn điều lệ hoặcNhà nước giữ quyền chi phối,412.867,"0,21",830.083,"0,49",412867.0,0.21,830083.0,0.49
Công ty TNHH khácCông ty cổ phần có vốn góp củaNhà nước trên 50% vốn điều lệhoặc tổng số cổ phần có quyềnbiểu quyết; hoặc Nhà nước giữquyền chi phối,Công ty TNHH khácCông ty cổ phần có vốn góp củaNhà nước trên 50% vốn điều lệhoặc tổng số cổ phần có quyềnbiểu quyết; hoặc Nhà nước giữquyền chi phối,Công ty TNHH khácCông ty cổ phần có vốn góp củaNhà nước trên 50% vốn điều lệhoặc tổng số cổ phần có quyềnbiểu quyết; hoặc Nhà nước giữquyền chi phối,27.830,"0,01",17.358,"0,01",27830.0,0.01,17358.0,0.01
Công ty TNHH khácCông ty cổ phần có vốn góp củaNhà nước trên 50% vốn điều lệhoặc tổng số cổ phần có quyềnbiểu quyết; hoặc Nhà nước giữquyền chi phối,Công ty TNHH khácCông ty cổ phần có vốn góp củaNhà nước trên 50% vốn điều lệhoặc tổng số cổ phần có quyềnbiểu quyết; hoặc Nhà nước giữquyền chi phối,Công ty TNHH khácCông ty cổ phần có vốn góp củaNhà nước trên 50% vốn điều lệhoặc tổng số cổ phần có quyềnbiểu quyết; hoặc Nhà nước giữquyền chi phối,41.273.951,"21,43",37.131.870,"22,08",41273951.0,21.43,37131870.0,22.08
Công ty cổ phần khácDoanh nghiệp tư nhânDoanh nghiệp có vốn đầu tưnước ngoài,Công ty cổ phần khácDoanh nghiệp tư nhânDoanh nghiệp có vốn đầu tưnước ngoài,Công ty cổ phần khácDoanh nghiệp tư nhânDoanh nghiệp có vốn đầu tưnước ngoài,269.930,"0,14",412.641,"0,25",269930.0,0.14,412641.0,0.25
Công ty cổ phần khácDoanh nghiệp tư nhânDoanh nghiệp có vốn đầu tưnước ngoài,Công ty cổ phần khácDoanh nghiệp tư nhânDoanh nghiệp có vốn đầu tưnước ngoài,Công ty cổ phần khácDoanh nghiệp tư nhânDoanh nghiệp có vốn đầu tưnước ngoài,57.870.189,"30,04",48.138.161,"28,62",57870189.0,30.04,48138161.0,28.62
Công ty cổ phần khácDoanh nghiệp tư nhânDoanh nghiệp có vốn đầu tưnước ngoài,Công ty cổ phần khácDoanh nghiệp tư nhânDoanh nghiệp có vốn đầu tưnước ngoài,Công ty cổ phần khácDoanh nghiệp tư nhânDoanh nghiệp có vốn đầu tưnước ngoài,440.954,"0,23",476.169,"0,28",440954.0,0.23,476169.0,0.28
"Hợp tác xã và liên hiệp hợp tác xãHộ kinh doanh, cá nhânĐơn vị hành chính sự nghiệp,Đằng, đoàn thể và hiệp hộiKhác","Hợp tác xã và liên hiệp hợp tác xãHộ kinh doanh, cá nhânĐơn vị hành chính sự nghiệp,Đằng, đoàn thể và hiệp hộiKhác","Hợp tác xã và liên hiệp hợp tác xãHộ kinh doanh, cá nhânĐơn vị hành chính sự nghiệp,Đằng, đoàn thể và hiệp hộiKhác",114.211,"0,06",399.702,"0,24",114211.0,0.06,399702.0,0.24
"Hợp tác xã và liên hiệp hợp tác xãHộ kinh doanh, cá nhânĐơn vị hành chính sự nghiệp,Đằng, đoàn thể và hiệp hộiKhác","Hợp tác xã và liên hiệp hợp tác xãHộ kinh doanh, cá nhânĐơn vị hành chính sự nghiệp,Đằng, đoàn thể và hiệp hộiKhác","Hợp tác xã và liên hiệp hợp tác xãHộ kinh doanh, cá nhânĐơn vị hành chính sự nghiệp,Đằng, đoàn thể và hiệp hộiKhác",60.566,"0,03",68.449,"0,04",60566.0,0.03,68449.0,0.04
"Hợp tác xã và liên hiệp hợp tác xãHộ kinh doanh, cá nhânĐơn vị hành chính sự nghiệp,Đằng, đoàn thể và hiệp hộiKhác","Hợp tác xã và liên hiệp hợp tác xãHộ kinh doanh, cá nhânĐơn vị hành chính sự nghiệp,Đằng, đoàn thể và hiệp hộiKhác","Hợp tác xã và liên hiệp hợp tác xãHộ kinh doanh, cá nhânĐơn vị hành chính sự nghiệp,Đằng, đoàn thể và hiệp hộiKhác",90.228.665,"46,84",78.559.420,"46,71",90228665.0,46.84,78559420.0,46.71
